CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	R1	R123
938	MARE	yegua	"{""615"": 29, ""619"": 9, ""212"": 4, ""2260"": 1, ""1216"": 1, ""367"": 1, ""2481"": 1, ""1007"": 1}"	"{""615"": 38, ""619"": 12, ""212"": 11, ""2260"": 7, ""1216"": 2, ""948"": 1, ""2524"": 1, ""1289"": 1, ""1862"": 1, ""1502"": 1, ""785"": 1, ""367"": 1, ""2124"": 1, ""2481"": 1, ""1007"": 1, ""1631"": 1, ""1425"": 1, ""210"": 1}"
1846	RULE	gobernar	"{""3111"": 12, ""1998"": 8, ""685"": 3, ""899"": 3, ""253"": 2, ""2955"": 2, ""815"": 2, ""1300"": 2, ""972"": 2, ""741"": 1, ""43"": 1, ""2900"": 1, ""930"": 1}"	"{""3111"": 15, ""1998"": 13, ""685"": 6, ""972"": 5, ""899"": 5, ""1300"": 4, ""253"": 3, ""741"": 2, ""2955"": 2, ""815"": 2, ""43"": 1, ""2070"": 1, ""2900"": 1, ""930"": 1, ""713"": 1, ""1487"": 1}"
1258	FINGERNAIL	uña	"{""1303"": 31, ""1277"": 6, ""634"": 3, ""1380"": 1, ""72"": 1, ""1301"": 1, ""156"": 1}"	"{""1303"": 40, ""1277"": 10, ""634"": 6, ""1432"": 1, ""1380"": 1, ""1301"": 3, ""1436"": 3, ""1613"": 2, ""1480"": 2, ""156"": 2, ""843"": 1, ""1246"": 1, ""1336"": 1, ""1601"": 1, ""1797"": 1, ""72"": 1, ""1208"": 1, ""1394"": 1, ""2578"": 1, ""2235"": 1, ""763"": 1, ""647"": 1, ""946"": 1}"
1169	OX	buey	"{""619"": 18, ""1008"": 10, ""1007"": 7, ""615"": 2, ""202"": 2, ""1248"": 2, ""1862"": 1, ""2620"": 1, ""1393"": 1, ""1228"": 1, ""984"": 1}"	"{""619"": 24, ""1008"": 14, ""1007"": 9, ""212"": 8, ""202"": 4, ""1202"": 3, ""615"": 2, ""1393"": 2, ""785"": 2, ""890"": 2, ""1248"": 2, ""1228"": 2, ""984"": 2, ""1921"": 1, ""1862"": 1, ""2252"": 1, ""634"": 1, ""2620"": 1, ""1153"": 1, ""1509"": 1, ""720"": 1, ""1794"": 1, ""14"": 1}"
1079	FEEL	sentir	"{""1223"": 6, ""1422"": 4, ""2271"": 3, ""1892"": 3, ""811"": 2, ""2573"": 2, ""1410"": 2, ""928"": 1, ""1783"": 1, ""781"": 1, ""1607"": 1, ""972"": 1, ""210"": 1}"	"{""1223"": 8, ""1783"": 7, ""2573"": 7, ""1422"": 1, ""1607"": 5, ""1892"": 5, ""2271"": 4, ""210"": 4, ""811"": 2, ""1442"": 2, ""763"": 2, ""972"": 2, ""1410"": 2, ""928"": 1, ""2524"": 1, ""1480"": 1, ""1447"": 1, ""1608"": 1, ""53"": 1, ""1495"": 1, ""813"": 1, ""2509"": 1, ""781"": 1, ""642"": 1, ""1408"": 1, ""1586"": 1, ""1338"": 1, ""1528"": 1, ""923"": 1, ""1920"": 1, ""3665"": 1}"
1019	RIGHT	derecho	"{""244"": 1, ""1404"": 8, ""1062"": 4, ""297"": 3, ""369"": 2, ""1048"": 2, ""1252"": 1, ""861"": 1}"	"{""1404"": 18, ""244"": 1, ""1062"": 9, ""297"": 9, ""369"": 4, ""1362"": 2, ""1725"": 2, ""682"": 2, ""1048"": 2, ""905"": 1, ""2252"": 1, ""1281"": 1, ""1252"": 1, ""156"": 1, ""2045"": 1, ""1019"": 1, ""100"": 1, ""1357"": 1, ""1120"": 1, ""861"": 1, ""1067"": 1, ""131"": 1, ""1072"": 1}"
620	INSECT	insecto	"{""619"": 3, ""587"": 3, ""1504"": 3, ""1509"": 3, ""843"": 2, ""1246"": 1, ""210"": 2, ""665"": 1, ""1219"": 1, ""1228"": 1}"	"{""1509"": 8, ""619"": 7, ""1504"": 6, ""843"": 5, ""1575"": 4, ""587"": 4, ""1246"": 2, ""665"": 2, ""781"": 2, ""210"": 2, ""948"": 1, ""1539"": 1, ""1507"": 1, ""1219"": 1, ""1791"": 1, ""1198"": 1, ""1306"": 1, ""156"": 1, ""1182"": 1, ""377"": 1, ""1230"": 1, ""1228"": 1, ""655"": 1, ""1342"": 1, ""1422"": 1}"
204	AGAIN	otra vez	"{""880"": 6, ""1547"": 2, ""1444"": 2, ""1238"": 1, ""2060"": 1, ""1268"": 1, ""1676"": 1}"	"{""880"": 11, ""1444"": 3, ""1240"": 2, ""1268"": 2, ""1547"": 2, ""1096"": 1, ""1238"": 1, ""2060"": 1, ""1498"": 1, ""240"": 1, ""3447"": 1, ""813"": 1, ""2467"": 1, ""1231"": 1, ""216"": 1, ""2278"": 1, ""1829"": 1, ""1676"": 1}"
1158	STEP	paso	"{""1443"": 15, ""2252"": 6, ""1301"": 4, ""615"": 2, ""2896"": 1, ""1187"": 1, ""318"": 1, ""765"": 1, ""1158"": 1, ""1297"": 1, ""1011"": 1, ""666"": 1, ""509"": 1, ""1493"": 1, ""604"": 1}"	"{""1443"": 1, ""2252"": 16, ""1301"": 8, ""1519"": 3, ""666"": 3, ""615"": 2, ""636"": 2, ""1158"": 2, ""1297"": 2, ""604"": 2, ""1156"": 1, ""948"": 1, ""1243"": 1, ""671"": 1, ""585"": 1, ""1362"": 1, ""2896"": 1, ""701"": 1, ""2546"": 1, ""1187"": 1, ""318"": 1, ""1285"": 1, ""695"": 1, ""2467"": 1, ""1010"": 1, ""765"": 1, ""3469"": 1, ""197"": 1, ""1011"": 1, ""1631"": 1, ""509"": 1, ""1228"": 1, ""1493"": 1}"
2603	ACCORDION	acordeón	"{""642"": 22, ""1229"": 1, ""1971"": 1, ""1383"": 1, ""2294"": 1, ""212"": 1, ""3090"": 1, ""507"": 1, ""156"": 1, ""1327"": 1, ""960"": 1}"	"{""642"": 36, ""3994"": 3, ""1229"": 1, ""212"": 2, ""1327"": 2, ""1971"": 1, ""1383"": 1, ""2524"": 1, ""2294"": 1, ""674"": 1, ""2110"": 1, ""1202"": 1, ""3090"": 1, ""406"": 1, ""1386"": 1, ""113"": 1, ""1803"": 1, ""507"": 1, ""765"": 1, ""156"": 1, ""1410"": 1, ""771"": 1, ""2879"": 1, ""1425"": 1, ""960"": 1, ""4023"": 1}"
1350	MONKEY	mono	"{""619"": 17, ""906"": 2, ""3144"": 2, ""948"": 1, ""1325"": 1, ""843"": 1, ""1554"": 1, ""1899"": 1, ""1240"": 1, ""216"": 1, ""2009"": 1, ""1566"": 1, ""1895"": 1, ""420"": 1, ""1493"": 1}"	"{""619"": 24, ""420"": 11, ""1040"": 4, ""3144"": 3, ""1493"": 3, ""1325"": 2, ""906"": 2, ""1554"": 2, ""1230"": 2, ""1631"": 1, ""948"": 1, ""843"": 1, ""3873"": 1, ""1220"": 1, ""1223"": 1, ""1290"": 1, ""1548"": 1, ""1208"": 1, ""2530"": 1, ""1471"": 1, ""3283"": 1, ""624"": 1, ""1899"": 1, ""1198"": 1, ""962"": 1, ""163"": 1, ""1240"": 1, ""706"": 1, ""4020"": 1, ""216"": 1, ""2009"": 1, ""683"": 1, ""1566"": 1, ""1895"": 1, ""2879"": 1, ""1102"": 1}"
1874	SAUSAGE	salchicha	"{""256"": 15, ""2009"": 4, ""634"": 3, ""1337"": 1, ""1864"": 1, ""1625"": 1, ""1368"": 1, ""712"": 1}"	"{""256"": 24, ""2009"": 12, ""634"": 6, ""1368"": 5, ""1874"": 3, ""3181"": 3, ""1337"": 2, ""1864"": 2, ""948"": 1, ""768"": 1, ""619"": 1, ""862"": 1, ""1887"": 1, ""615"": 1, ""1362"": 1, ""212"": 1, ""1336"": 1, ""2407"": 1, ""100"": 1, ""323"": 1, ""1292"": 1, ""910"": 1, ""1625"": 1, ""593"": 1, ""480"": 1, ""1569"": 1, ""712"": 1, ""156"": 1, ""132"": 1, ""946"": 1, ""1077"": 1}"
1616	CLOTH	tela	"{""1895"": 22, ""1432"": 3, ""1161"": 3, ""1856"": 3, ""474"": 3, ""2623"": 2, ""1457"": 2, ""3947"": 1, ""1616"": 1, ""1633"": 1, ""1641"": 1, ""1787"": 1, ""1402"": 1, ""1425"": 1}"	"{""1895"": 30, ""1457"": 5, ""1856"": 5, ""474"": 5, ""2623"": 4, ""1432"": 4, ""1161"": 4, ""1850"": 3, ""1641"": 3, ""1787"": 3, ""2621"": 2, ""806"": 2, ""133"": 2, ""1382"": 1, ""1663"": 1, ""1559"": 1, ""916"": 1, ""1234"": 1, ""3947"": 1, ""1616"": 1, ""648"": 1, ""1633"": 1, ""1735"": 1, ""156"": 1, ""1402"": 1, ""984"": 1, ""764"": 1, ""1273"": 1, ""1425"": 1}"
964	WOOL	lana	"{""1331"": 24, ""133"": 10, ""603"": 8, ""1496"": 2, ""1161"": 2, ""1850"": 1, ""619"": 1, ""1208"": 1, ""964"": 1, ""1856"": 1}"	"{""1331"": 38, ""603"": 14, ""133"": 13, ""1471"": 7, ""964"": 6, ""1496"": 5, ""3066"": 3, ""1161"": 3, ""1895"": 3, ""4035"": 3, ""619"": 2, ""212"": 2, ""1287"": 2, ""1288"": 2, ""1787"": 2, ""1850"": 1, ""1286"": 1, ""1663"": 1, ""1457"": 1, ""1559"": 1, ""1208"": 1, ""1413"": 1, ""1406"": 1, ""1216"": 1, ""1489"": 1, ""1395"": 1, ""3882"": 1, ""1856"": 1, ""1616"": 1}"
38	SPREAD OUT	esparcir	"{""1455"": 8, ""884"": 6, ""748"": 3, ""1456"": 1, ""1447"": 1, ""214"": 1, ""38"": 1, ""1743"": 1, ""1277"": 1, ""1888"": 1, ""3078"": 1, ""1359"": 1}"	"{""884"": 13, ""1455"": 12, ""748"": 7, ""214"": 3, ""1456"": 2, ""3078"": 2, ""2524"": 1, ""671"": 1, ""2134"": 1, ""1897"": 1, ""761"": 1, ""1447"": 1, ""1119"": 1, ""38"": 1, ""1743"": 1, ""1406"": 1, ""1277"": 1, ""1775"": 1, ""1888"": 1, ""3122"": 1, ""2"": 1, ""1909"": 1, ""1359"": 1, ""1095"": 1}"
924	VEGETABLES	legumbres	"{""256"": 6, ""621"": 2, ""1336"": 1}"	"{""256"": 7, ""621"": 2, ""712"": 2, ""1398"": 2, ""1496"": 1, ""674"": 1, ""1035"": 1, ""1336"": 1, ""3729"": 1, ""506"": 1, ""1370"": 1, ""653"": 1, ""946"": 1, ""1228"": 1, ""1425"": 1}"
1374	RING	anillo	"{""1303"": 8, ""1029"": 5, ""1369"": 5, ""1395"": 3, ""3709"": 1, ""1596"": 1}"	"{""1303"": 16, ""1369"": 15, ""1029"": 11, ""1467"": 4, ""759"": 3, ""1395"": 3, ""1277"": 2, ""2982"": 2, ""3709"": 1, ""1596"": 1, ""1961"": 1, ""834"": 1, ""1202"": 1, ""1427"": 1, ""972"": 1, ""1323"": 1, ""892"": 1}"
2619	CARD	carnet	"{""741"": 8, ""2619"": 3, ""1763"": 2, ""963"": 1, ""648"": 1}"	"{""741"": 8, ""2619"": 7, ""1763"": 5, ""1356"": 2, ""648"": 2, ""753"": 1, ""963"": 1, ""638"": 1, ""2549"": 1}"
3110	CLAP	aplaudir	"{""2524"": 2, ""353"": 2, ""1495"": 1, ""783"": 1}"	"{""2524"": 7, ""1084"": 3, ""2407"": 2, ""353"": 2, ""1277"": 2, ""1182"": 2, ""2941"": 1, ""1495"": 1, ""789"": 1, ""642"": 1, ""1304"": 1, ""763"": 1, ""2879"": 1, ""1892"": 1, ""783"": 1}"
3141	TAMBOURINE	pandereta	"{""642"": 29, ""2879"": 6, ""1182"": 3, ""2524"": 2, ""908"": 2, ""2597"": 1, ""3090"": 1, ""1803"": 1, ""1368"": 1}"	"{""642"": 41, ""2879"": 12, ""1182"": 7, ""2524"": 6, ""908"": 3, ""3090"": 2, ""765"": 2, ""1368"": 2, ""2597"": 1, ""662"": 1, ""871"": 1, ""673"": 1, ""1019"": 1, ""2941"": 1, ""2467"": 1, ""1803"": 1, ""2244"": 1, ""163"": 1, ""1183"": 1, ""271"": 1, ""1395"": 1, ""666"": 1, ""1343"": 1, ""3993"": 1}"
1991	INTESTINES	intestinos	"{""1244"": 7, ""1334"": 1, ""1251"": 1, ""256"": 2, ""1480"": 2, ""1400"": 2, ""1783"": 2, ""819"": 2, ""1874"": 1, ""1203"": 1}"	"{""1244"": 12, ""1400"": 8, ""1334"": 1, ""1783"": 6, ""1251"": 1, ""1480"": 5, ""819"": 4, ""1203"": 4, ""256"": 3, ""597"": 2, ""619"": 1, ""1874"": 1, ""1986"": 1, ""1208"": 1, ""1864"": 1, ""3847"": 1, ""1159"": 1, ""489"": 1, ""3957"": 1}"
586	GARDEN	jardín	"{""1425"": 4, ""1252"": 1, ""239"": 1, ""1537"": 1}"	"{""1425"": 17, ""1537"": 3, ""27"": 2, ""1252"": 2, ""239"": 2, ""1338"": 2, ""1343"": 2, ""1496"": 1, ""906"": 1, ""1202"": 1, ""658"": 1, ""1775"": 1, ""965"": 1, ""653"": 1, ""1476"": 1, ""1388"": 1, ""1228"": 1, ""984"": 1, ""210"": 1}"
1396	SHARP	afilado	"{""1352"": 23, ""1396"": 1, ""1432"": 1, ""2343"": 1, ""1763"": 1, ""1380"": 1, ""682"": 1, ""372"": 1}"	"{""1352"": 32, ""1396"": 2, ""1432"": 2, ""1810"": 2, ""372"": 2, ""946"": 2, ""2343"": 1, ""634"": 1, ""1763"": 1, ""1365"": 1, ""256"": 1, ""1400"": 1, ""1380"": 1, ""1535"": 1, ""785"": 1, ""1202"": 1, ""1361"": 1, ""682"": 1, ""945"": 1, ""1356"": 1, ""2992"": 1, ""1410"": 1}"
1455	PULL	jalar	"{""1455"": 43, ""214"": 2, ""855"": 1, ""1432"": 1, ""1218"": 1, ""202"": 1, ""2627"": 1, ""680"": 1, ""2008"": 1, ""1749"": 1}"	"{""1455"": 48, ""214"": 4, ""202"": 4, ""680"": 4, ""855"": 3, ""1218"": 3, ""1452"": 3, ""1749"": 3, ""3654"": 2, ""692"": 2, ""1335"": 1, ""1280"": 1, ""1432"": 1, ""352"": 1, ""1474"": 1, ""1650"": 1, ""765"": 1, ""2627"": 1, ""1913"": 1, ""2900"": 1, ""923"": 1, ""1909"": 1, ""2008"": 1, ""1448"": 1}"
1977	DEW	rocío	"{""948"": 17, ""1405"": 7, ""658"": 4, ""1726"": 1, ""2296"": 2, ""1329"": 2, ""1233"": 2, ""212"": 1, ""239"": 1, ""1287"": 1, ""1263"": 1, ""729"": 1, ""249"": 1, ""1856"": 1}"	"{""948"": 22, ""1405"": 10, ""658"": 8, ""1329"": 8, ""1287"": 1, ""1726"": 4, ""1233"": 5, ""2296"": 4, ""729"": 3, ""212"": 2, ""3748"": 2, ""1016"": 2, ""1856"": 2, ""27"": 1, ""952"": 1, ""2941"": 1, ""239"": 1, ""1263"": 1, ""586"": 1, ""249"": 1, ""1489"": 1, ""1276"": 1, ""653"": 1, ""1537"": 1, ""3882"": 1, ""892"": 1, ""1150"": 1, ""1342"": 1}"
794	PEN	bolígrafo	"{""1845"": 2, ""1672"": 2, ""837"": 1, ""1929"": 1, ""2578"": 1, ""648"": 1, ""1201"": 1}"	"{""1672"": 9, ""837"": 5, ""2578"": 5, ""1201"": 5, ""648"": 4, ""1845"": 2, ""628"": 2, ""1851"": 1, ""1612"": 1, ""1775"": 1, ""1929"": 1, ""3748"": 1, ""2530"": 1}"
3665	TRAVEL	viajar	"{""1597"": 7, ""2941"": 6, ""1441"": 3, ""2524"": 1, ""1495"": 1, ""695"": 1, ""1406"": 1, ""1300"": 1, ""1338"": 1, ""900"": 1, ""1422"": 1}"	"{""1597"": 11, ""2941"": 7, ""1441"": 5, ""194"": 3, ""3460"": 3, ""1443"": 1, ""695"": 2, ""2374"": 2, ""892"": 2, ""900"": 2, ""1422"": 2, ""2524"": 1, ""811"": 1, ""504"": 1, ""317"": 1, ""168"": 1, ""2573"": 1, ""1495"": 1, ""1406"": 1, ""4005"": 1, ""1474"": 1, ""1562"": 1, ""639"": 1, ""765"": 1, ""787"": 1, ""1300"": 1, ""1338"": 1, ""3080"": 1, ""1107"": 1, ""1920"": 1, ""984"": 1, ""1342"": 1}"
1966	BUNCH	racimo	"{""920"": 7, ""1507"": 1, ""163"": 1, ""779"": 1}"	"{""920"": 7, ""1524"": 6, ""1507"": 1, ""1425"": 2, ""203"": 1, ""194"": 1, ""1966"": 1, ""163"": 1, ""779"": 1, ""1537"": 1, ""712"": 1, ""1342"": 1}"
3640	GOSSIP	chisme	"{""2060"": 4, ""1548"": 2, ""1783"": 1, ""789"": 1, ""1121"": 1, ""3458"": 1, ""1230"": 1, ""655"": 1}"	"{""1121"": 6, ""2060"": 1, ""1548"": 2, ""789"": 2, ""1292"": 2, ""1833"": 1, ""2547"": 1, ""1420"": 1, ""1783"": 1, ""1623"": 1, ""2023"": 1, ""1247"": 1, ""3458"": 1, ""1230"": 1, ""655"": 1, ""1776"": 1}"
817	THEY	ellos	"{""2106"": 8, ""1212"": 5, ""1198"": 4, ""817"": 2, ""1213"": 2, ""789"": 1, ""962"": 1, ""98"": 1}"	"{""2106"": 13, ""1212"": 10, ""1198"": 6, ""1213"": 1, ""817"": 3, ""98"": 3, ""789"": 2, ""1498"": 1, ""194"": 1, ""1262"": 1, ""1554"": 1, ""1205"": 1, ""962"": 1}"
1804	BOMB	bomba	"{""948"": 2, ""951"": 1, ""1783"": 1, ""778"": 1, ""781"": 1, ""163"": 1, ""593"": 1, ""1210"": 1, ""627"": 1, ""1182"": 1}"	"{""948"": 6, ""910"": 3, ""1182"": 3, ""3873"": 2, ""1783"": 2, ""221"": 2, ""951"": 1, ""1597"": 1, ""1804"": 1, ""3640"": 1, ""256"": 1, ""2060"": 1, ""778"": 1, ""781"": 1, ""110"": 1, ""163"": 1, ""593"": 1, ""1210"": 1, ""627"": 1, ""1323"": 1, ""946"": 1, ""1075"": 1}"
3247	KIWIFRUIT	kiwi	"{""1507"": 48, ""1425"": 5, ""1126"": 2, ""1906"": 1, ""937"": 1, ""712"": 1}"	"{""1507"": 51, ""1425"": 30, ""712"": 8, ""1126"": 4, ""1906"": 1, ""717"": 3, ""714"": 3, ""619"": 2, ""2627"": 2, ""937"": 1, ""1040"": 2, ""1342"": 2, ""906"": 1, ""1923"": 1, ""3303"": 1, ""1548"": 1, ""1499"": 1, ""507"": 1, ""922"": 1, ""388"": 1, ""1813"": 1}"
1102	CLIMB	escalar	"{""705"": 29, ""639"": 1, ""1102"": 7, ""711"": 1, ""568"": 1, ""34"": 1, ""933"": 1}"	"{""705"": 42, ""639"": 1, ""1102"": 19, ""568"": 8, ""711"": 3, ""1591"": 3, ""1753"": 3, ""34"": 2, ""933"": 2, ""1680"": 1, ""1639"": 1, ""1874"": 1, ""584"": 1, ""3447"": 1, ""1442"": 1, ""1202"": 1, ""1387"": 1, ""1423"": 1, ""642"": 1, ""784"": 1, ""1810"": 1, ""3810"": 1, ""984"": 1}"
2595	CACTUS	cactus	"{""653"": 20, ""3799"": 12, ""3687"": 6, ""124"": 6, ""1425"": 4, ""948"": 1, ""906"": 1, ""1398"": 1}"	"{""3687"": 29, ""3799"": 27, ""653"": 24, ""1425"": 16, ""124"": 13, ""948"": 8, ""671"": 3, ""1548"": 2, ""1398"": 2, ""905"": 1, ""906"": 1, ""1923"": 1, ""1252"": 1, ""256"": 1, ""3083"": 1, ""227"": 1}"
1710	TWENTY	veinte	"{""1356"": 18, ""1789"": 8, ""1515"": 1, ""1498"": 1, ""1207"": 1, ""1395"": 1, ""492"": 1, ""1710"": 1}"	"{""1356"": 28, ""1789"": 12, ""1498"": 4, ""1207"": 4, ""1294"": 2, ""1495"": 2, ""1843"": 2, ""1395"": 2, ""1515"": 1, ""1559"": 1, ""630"": 1, ""1992"": 1, ""1867"": 1, ""1198"": 1, ""1888"": 1, ""1242"": 1, ""492"": 1, ""1710"": 1, ""1425"": 1, ""210"": 1}"
1753	TOP	cima	"{""639"": 18, ""711"": 7, ""1591"": 4, ""2992"": 4, ""952"": 3, ""1732"": 2, ""1663"": 1, ""614"": 1, ""728"": 1, ""705"": 1}"	"{""639"": 1, ""711"": 12, ""1591"": 8, ""2992"": 6, ""784"": 4, ""1732"": 3, ""952"": 3, ""73"": 3, ""584"": 2, ""1102"": 2, ""1387"": 2, ""1326"": 1, ""1663"": 1, ""634"": 1, ""614"": 1, ""1287"": 1, ""878"": 1, ""1406"": 1, ""1010"": 1, ""1489"": 1, ""972"": 1, ""728"": 1, ""1343"": 1, ""705"": 1, ""769"": 1, ""984"": 1}"
2626	NERVE	nervio	"{""1783"": 4, ""1480"": 3, ""2573"": 3, ""3975"": 3, ""3957"": 2, ""1289"": 1, ""1256"": 1, ""1884"": 1, ""59"": 1, ""781"": 1, ""1004"": 1, ""946"": 1, ""1137"": 1, ""1924"": 1}"	"{""1783"": 7, ""1480"": 6, ""3975"": 5, ""3957"": 5, ""1583"": 3, ""2573"": 3, ""1256"": 2, ""634"": 2, ""981"": 2, ""781"": 2, ""1004"": 2, ""1137"": 2, ""1924"": 2, ""2343"": 1, ""3033"": 1, ""722"": 1, ""1289"": 1, ""1884"": 1, ""59"": 1, ""82"": 1, ""1285"": 1, ""765"": 1, ""962"": 1, ""763"": 1, ""2206"": 1, ""1654"": 1, ""946"": 1, ""1079"": 1, ""984"": 1, ""1150"": 1}"
851	STABLE	establo	"{""615"": 25, ""212"": 3, ""1007"": 3, ""3657"": 2, ""619"": 1, ""930"": 1}"	"{""615"": 30, ""212"": 11, ""1007"": 7, ""201"": 5, ""3657"": 3, ""2124"": 3, ""619"": 2, ""1803"": 2, ""640"": 1, ""1502"": 1, ""1252"": 1, ""256"": 1, ""1287"": 1, ""1338"": 1, ""2900"": 1, ""930"": 1, ""25"": 1}"
1894	ASHAMED	avergonzado	"{""487"": 8, ""1776"": 7, ""156"": 3, ""134"": 2, ""699"": 2, ""1280"": 1, ""1682"": 1, ""2573"": 1, ""3230"": 1, ""1230"": 1}"	"{""487"": 13, ""1776"": 10, ""156"": 3, ""699"": 5, ""134"": 2, ""781"": 2, ""1280"": 1, ""1682"": 1, ""1783"": 1, ""2573"": 1, ""3230"": 1, ""601"": 1, ""1304"": 1, ""1069"": 1, ""161"": 1, ""1242"": 1, ""1355"": 1, ""1230"": 1, ""3033"": 1, ""1209"": 1}"
1564	LAZY	flojo	"{""1601"": 16, ""2506"": 7, ""1248"": 2, ""1856"": 1, ""772"": 1, ""1218"": 1, ""1380"": 1, ""765"": 1, ""809"": 1, ""1564"": 1, ""984"": 1}"	"{""1601"": 22, ""2506"": 15, ""1202"": 4, ""1564"": 4, ""772"": 3, ""1248"": 3, ""1856"": 1, ""1218"": 2, ""809"": 2, ""1242"": 2, ""1243"": 1, ""721"": 1, ""1757"": 1, ""1380"": 1, ""686"": 1, ""1548"": 1, ""239"": 1, ""624"": 1, ""765"": 1, ""1810"": 1, ""954"": 1, ""1631"": 1, ""984"": 1}"
1151	VEIL	velo	"{""1266"": 9, ""1616"": 4, ""761"": 3, ""2005"": 3, ""2621"": 1, ""910"": 1, ""163"": 1, ""661"": 1, ""1121"": 1, ""1273"": 1, ""474"": 1}"	"{""1266"": 15, ""761"": 5, ""1616"": 5, ""910"": 4, ""2005"": 3, ""1335"": 2, ""911"": 2, ""1326"": 1, ""1256"": 1, ""326"": 1, ""1560"": 1, ""457"": 1, ""2621"": 1, ""602"": 1, ""1263"": 1, ""1650"": 1, ""1509"": 1, ""163"": 1, ""661"": 1, ""1121"": 1, ""1641"": 1, ""1856"": 1, ""1273"": 1, ""474"": 1}"
765	MOVE	mover	"{""1519"": 9, ""1264"": 5, ""1452"": 3, ""3654"": 3, ""765"": 1, ""1909"": 2, ""1443"": 1, ""1480"": 1, ""1324"": 1, ""202"": 1, ""813"": 1, ""695"": 1, ""700"": 1, ""683"": 1}"	"{""1264"": 13, ""1519"": 12, ""1452"": 5, ""700"": 1, ""1443"": 1, ""202"": 3, ""695"": 3, ""3654"": 3, ""1909"": 3, ""1480"": 2, ""765"": 1, ""1879"": 1, ""1280"": 1, ""4011"": 1, ""2148"": 1, ""1324"": 1, ""813"": 1, ""501"": 1, ""1004"": 1, ""1845"": 1, ""683"": 1, ""1210"": 1, ""1631"": 1}"
1667	HOLE	agujero	"{""706"": 20, ""1667"": 11, ""954"": 7, ""163"": 3, ""1382"": 2, ""1803"": 1, ""1248"": 1, ""2297"": 1, ""1395"": 1, ""1624"": 1, ""2002"": 1}"	"{""706"": 26, ""1667"": 17, ""954"": 16, ""1382"": 5, ""163"": 4, ""2297"": 4, ""1202"": 3, ""1593"": 3, ""1624"": 3, ""1362"": 2, ""1457"": 2, ""690"": 2, ""1395"": 2, ""837"": 1, ""1280"": 1, ""969"": 1, ""1467"": 1, ""1155"": 1, ""1803"": 1, ""781"": 1, ""1248"": 1, ""809"": 1, ""933"": 1, ""2534"": 1, ""1491"": 1, ""1895"": 1, ""1228"": 1, ""858"": 1, ""1075"": 1, ""1375"": 1, ""2002"": 1}"
3830	WALL	muro	"{""933"": 30, ""1006"": 5, ""711"": 3, ""1335"": 1, ""1252"": 1, ""2978"": 1, ""1783"": 1, ""1010"": 1, ""1359"": 1}"	"{""933"": 32, ""1006"": 9, ""1010"": 6, ""1884"": 5, ""711"": 4, ""1252"": 2, ""2546"": 2, ""721"": 1, ""1335"": 1, ""2978"": 1, ""1783"": 1, ""1548"": 1, ""1203"": 1, ""1048"": 1, ""647"": 1, ""1147"": 1, ""1359"": 1, ""1332"": 1}"
1775	TABLE	escritorio	"{""984"": 16, ""1775"": 15, ""1672"": 2, ""1929"": 1, ""1429"": 1, ""2430"": 1, ""2271"": 1, ""1404"": 1, ""1476"": 1, ""1227"": 1}"	"{""984"": 28, ""1775"": 21, ""1803"": 6, ""2430"": 5, ""1476"": 5, ""1672"": 4, ""1929"": 2, ""724"": 2, ""963"": 2, ""1326"": 1, ""2505"": 1, ""813"": 1, ""2578"": 1, ""1429"": 1, ""630"": 1, ""3086"": 1, ""1217"": 1, ""648"": 1, ""2271"": 1, ""1385"": 1, ""653"": 1, ""2"": 1, ""1404"": 1, ""1410"": 1, ""1227"": 1, ""604"": 1}"
778	SMOKE (EXHAUST)	humo	"{""221"": 7, ""969"": 2, ""1335"": 3, ""1305"": 3, ""163"": 2, ""1252"": 1, ""859"": 1, ""1287"": 1, ""781"": 1, ""2124"": 1, ""1810"": 1, ""1230"": 1, ""477"": 1, ""960"": 1}"	"{""221"": 17, ""2124"": 10, ""1305"": 8, ""969"": 5, ""163"": 6, ""1335"": 4, ""859"": 3, ""27"": 2, ""1105"": 2, ""1287"": 2, ""706"": 2, ""1810"": 2, ""141"": 2, ""960"": 2, ""1252"": 1, ""646"": 1, ""256"": 1, ""2621"": 1, ""2239"": 1, ""485"": 1, ""1689"": 1, ""10"": 1, ""1839"": 1, ""781"": 1, ""1683"": 1, ""2297"": 1, ""1230"": 1, ""477"": 1, ""1342"": 1}"
625	LAMP	lámpara	"{""630"": 58, ""1424"": 1, ""59"": 1, ""1919"": 1, ""1775"": 1, ""1233"": 1}"	"{""630"": 64, ""59"": 9, ""1233"": 6, ""2297"": 5, ""724"": 3, ""1424"": 2, ""4000"": 2, ""2631"": 2, ""1919"": 2, ""1775"": 2, ""769"": 2, ""1484"": 1, ""1663"": 1, ""3762"": 1, ""1672"": 1, ""1449"": 1, ""221"": 1, ""2505"": 1, ""1609"": 1, ""963"": 1, ""889"": 1, ""1410"": 1, ""1388"": 1, ""604"": 1}"
