CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	R1	R123
352	UNTIE	desatar	"{""760"": 8, ""1917"": 6, ""1095"": 5, ""1156"": 1, ""1094"": 1, ""2142"": 1, ""1899"": 1, ""161"": 1, ""680"": 1, ""1359"": 1, ""1381"": 1}"	"{""760"": 13, ""1095"": 9, ""1917"": 8, ""1218"": 4, ""1040"": 3, ""1156"": 2, ""3654"": 2, ""948"": 1, ""1094"": 1, ""1870"": 1, ""2896"": 1, ""2142"": 1, ""2467"": 1, ""1205"": 1, ""1899"": 1, ""1417"": 1, ""163"": 1, ""161"": 1, ""1301"": 1, ""680"": 1, ""1107"": 1, ""1829"": 1, ""1359"": 1, ""2506"": 1, ""1455"": 1, ""1381"": 1}"
1597	AIRPLANE	avión	"{""1441"": 13, ""27"": 4, ""1732"": 3, ""3665"": 3, ""1489"": 2, ""711"": 1, ""772"": 1, ""1202"": 1, ""1633"": 1, ""1631"": 1, ""2374"": 1}"	"{""1441"": 21, ""27"": 9, ""3665"": 9, ""1732"": 8, ""1202"": 4, ""1489"": 4, ""711"": 2, ""1406"": 2, ""781"": 2, ""2524"": 1, ""1591"": 1, ""937"": 1, ""4011"": 1, ""317"": 1, ""772"": 1, ""166"": 1, ""2573"": 1, ""2580"": 1, ""2244"": 1, ""1300"": 1, ""1810"": 1, ""1633"": 1, ""1631"": 1, ""2374"": 1}"
653	PLANT (VEGETATION)	plantar	"{""748"": 13, ""653"": 7, ""906"": 6, ""714"": 2, ""210"": 2, ""1261"": 1, ""479"": 1, ""253"": 1, ""1719"": 1, ""998"": 1, ""3078"": 1, ""1228"": 1, ""1425"": 1}"	"{""748"": 16, ""653"": 11, ""1228"": 11, ""906"": 8, ""714"": 5, ""210"": 5, ""3078"": 3, ""1336"": 2, ""998"": 1, ""1425"": 2, ""2524"": 1, ""1424"": 1, ""1261"": 1, ""479"": 1, ""253"": 1, ""2896"": 1, ""1719"": 1, ""239"": 1, ""586"": 1, ""964"": 1, ""1216"": 1, ""1683"": 1, ""1901"": 1, ""1490"": 1, ""1388"": 1, ""986"": 1}"
1838	NAVEL	ombligo	"{""1251"": 1, ""491"": 3, ""1480"": 3, ""1216"": 1, ""965"": 2, ""2627"": 2, ""2114"": 1, ""589"": 1, ""1336"": 1, ""1432"": 1, ""819"": 1, ""1548"": 1, ""3208"": 1, ""962"": 1, ""163"": 1, ""210"": 1}"	"{""1251"": 1, ""1480"": 6, ""1667"": 4, ""491"": 4, ""1216"": 1, ""965"": 4, ""2627"": 4, ""1289"": 1, ""1620"": 2, ""2114"": 1, ""1325"": 1, ""1252"": 1, ""589"": 1, ""1681"": 1, ""1336"": 1, ""1432"": 1, ""819"": 1, ""1548"": 1, ""3208"": 1, ""962"": 1, ""163"": 1, ""760"": 1, ""763"": 1, ""1395"": 1, ""241"": 1, ""210"": 1}"
2468	BAG	bolso	"{""1477"": 4, ""1202"": 2, ""1763"": 1, ""2006"": 1, ""962"": 1, ""156"": 1}"	"{""1477"": 7, ""1202"": 6, ""962"": 3, ""700"": 2, ""1763"": 2, ""357"": 2, ""1895"": 2, ""1851"": 1, ""1362"": 1, ""3303"": 1, ""1559"": 1, ""3128"": 1, ""1514"": 1, ""2006"": 1, ""1198"": 1, ""1217"": 1, ""1210"": 1, ""156"": 1, ""2990"": 1}"
1494	DIE	morir	"{""1422"": 10, ""743"": 5, ""742"": 5, ""1090"": 3, ""1766"": 3, ""767"": 2, ""3284"": 2, ""910"": 2, ""699"": 2, ""2524"": 1, ""811"": 1, ""2011"": 1, ""1174"": 1, ""2896"": 1, ""485"": 1, ""2117"": 1, ""1585"": 1, ""1287"": 1, ""781"": 1, ""1625"": 1, ""1268"": 1, ""210"": 1}"	"{""1422"": 12, ""742"": 9, ""743"": 8, ""910"": 5, ""1766"": 5, ""485"": 3, ""1625"": 3, ""1090"": 3, ""767"": 2, ""3284"": 2, ""2896"": 2, ""2117"": 2, ""781"": 2, ""706"": 2, ""946"": 2, ""699"": 2, ""210"": 2, ""1411"": 1, ""2524"": 1, ""811"": 1, ""127"": 1, ""722"": 1, ""2011"": 1, ""1174"": 1, ""837"": 1, ""1225"": 1, ""1783"": 1, ""1585"": 1, ""1287"": 1, ""1839"": 1, ""630"": 1, ""1650"": 1, ""163"": 1, ""1233"": 1, ""1338"": 1, ""2907"": 1, ""1268"": 1, ""2374"": 1, ""98"": 1}"
735	OWL	lechuza	"{""619"": 12, ""735"": 12, ""937"": 5, ""1233"": 5, ""906"": 1, ""1289"": 1, ""3729"": 1, ""1491"": 1, ""3458"": 1}"	"{""1233"": 25, ""937"": 7, ""735"": 17, ""619"": 12, ""906"": 5, ""2297"": 2, ""1491"": 2, ""3458"": 2, ""1289"": 1, ""1335"": 1, ""420"": 1, ""824"": 1, ""1256"": 1, ""2619"": 1, ""3284"": 1, ""3729"": 1, ""1313"": 1, ""823"": 1, ""56"": 1, ""1292"": 1, ""781"": 1, ""1248"": 1, ""1338"": 1, ""73"": 1, ""1182"": 1, ""1410"": 1, ""1856"": 1, ""241"": 1, ""1425"": 1, ""1441"": 1}"
13	DECEIT	engaño	"{""1075"": 4, ""1783"": 1, ""1292"": 1}"	"{""1075"": 9, ""1783"": 8, ""1292"": 3, ""602"": 2, ""1109"": 2, ""1226"": 1, ""82"": 1, ""1548"": 1, ""100"": 1, ""2411"": 1, ""601"": 1, ""3282"": 1, ""972"": 1}"
3187	DROWNED	ahogado	"{""1625"": 15, ""948"": 12, ""910"": 5, ""1474"": 3, ""1346"": 2, ""666"": 2, ""767"": 1, ""2467"": 1, ""963"": 1, ""781"": 1, ""1494"": 1}"	"{""948"": 21, ""1625"": 17, ""910"": 9, ""1474"": 6, ""666"": 3, ""1346"": 2, ""781"": 2, ""1810"": 2, ""27"": 1, ""767"": 1, ""1333"": 1, ""1554"": 1, ""2467"": 1, ""1651"": 1, ""963"": 1, ""1494"": 1, ""2341"": 1, ""706"": 1, ""3460"": 1, ""688"": 1, ""894"": 1}"
1421	SUCK	chupar	"{""319"": 9, ""1289"": 2, ""3087"": 2, ""2627"": 2, ""1749"": 2, ""1401"": 1, ""578"": 1, ""674"": 1, ""717"": 1, ""969"": 1, ""1287"": 1, ""478"": 1, ""1421"": 1, ""395"": 1, ""1222"": 1, ""1524"": 1}"	"{""319"": 15, ""1401"": 7, ""1749"": 7, ""674"": 4, ""3087"": 4, ""1289"": 3, ""1421"": 3, ""1402"": 3, ""717"": 2, ""1639"": 2, ""2627"": 2, ""897"": 2, ""855"": 1, ""404"": 1, ""578"": 1, ""4000"": 1, ""1463"": 1, ""969"": 1, ""598"": 1, ""1287"": 1, ""1499"": 1, ""478"": 1, ""1205"": 1, ""395"": 1, ""1222"": 1, ""998"": 1, ""3654"": 1, ""1503"": 1, ""655"": 1, ""1524"": 1}"
185	FIREPLACE	fogón	"{""221"": 29, ""1105"": 2, ""10"": 2, ""1325"": 1, ""1096"": 1, ""1261"": 1, ""1305"": 1, ""1467"": 1, ""1365"": 1, ""3090"": 1, ""1240"": 1}"	"{""221"": 1, ""10"": 7, ""3460"": 7, ""1105"": 6, ""3090"": 4, ""1365"": 3, ""212"": 2, ""1261"": 2, ""1233"": 2, ""2524"": 1, ""1325"": 1, ""1096"": 1, ""1252"": 1, ""1639"": 1, ""1305"": 1, ""1467"": 1, ""2573"": 1, ""789"": 1, ""889"": 1, ""630"": 1, ""642"": 1, ""1240"": 1, ""1343"": 1}"
1239	HOW	cómo	"{""1238"": 2, ""1157"": 3, ""1236"": 3, ""1336"": 2, ""1237"": 2, ""256"": 1, ""813"": 1, ""488"": 1, ""1235"": 1, ""1410"": 1, ""98"": 1}"	"{""1237"": 12, ""1236"": 8, ""1238"": 5, ""1157"": 4, ""1336"": 2, ""256"": 2, ""2271"": 2, ""1410"": 2, ""1626"": 1, ""813"": 1, ""1593"": 1, ""1819"": 1, ""695"": 1, ""724"": 1, ""488"": 1, ""1235"": 1, ""98"": 1, ""1493"": 1}"
1318	CHICKEN	pollo	"{""256"": 12, ""1514"": 9, ""937"": 7, ""619"": 4, ""634"": 2, ""1511"": 2, ""712"": 2, ""2296"": 1, ""1424"": 1, ""926"": 1, ""201"": 1, ""323"": 1, ""1143"": 1, ""1726"": 1, ""1315"": 1, ""1813"": 1, ""1441"": 1}"	"{""1514"": 19, ""256"": 17, ""937"": 12, ""619"": 9, ""634"": 6, ""201"": 5, ""712"": 5, ""744"": 4, ""1511"": 3, ""1424"": 2, ""1143"": 2, ""1360"": 2, ""73"": 2, ""919"": 1, ""2296"": 1, ""926"": 1, ""67"": 1, ""1246"": 1, ""1601"": 1, ""194"": 1, ""323"": 1, ""1864"": 1, ""3091"": 1, ""1726"": 1, ""910"": 1, ""471"": 1, ""2124"": 1, ""1295"": 1, ""2965"": 1, ""763"": 1, ""480"": 1, ""1201"": 1, ""1315"": 1, ""1813"": 1, ""1091"": 1, ""1631"": 1, ""1441"": 1}"
1502	GOAT	cabra	"{""619"": 24, ""635"": 7, ""1331"": 4, ""639"": 2, ""1683"": 2, ""212"": 1, ""3675"": 1, ""1569"": 1, ""1182"": 1}"	"{""619"": 27, ""635"": 16, ""1569"": 7, ""964"": 6, ""639"": 6, ""1331"": 5, ""212"": 4, ""1683"": 2, ""678"": 1, ""634"": 1, ""3675"": 1, ""1393"": 1, ""1153"": 1, ""1208"": 1, ""2260"": 1, ""1205"": 1, ""2124"": 1, ""1040"": 1, ""1182"": 1, ""1274"": 1, ""1948"": 1, ""1007"": 1}"
504	LEARN	aprender	"{""709"": 9, ""1410"": 8, ""724"": 5, ""1929"": 3, ""2271"": 2, ""210"": 2, ""1038"": 1, ""1676"": 1, ""98"": 1, ""1209"": 1}"	"{""709"": 14, ""1410"": 13, ""724"": 7, ""1929"": 6, ""210"": 4, ""479"": 3, ""1536"": 3, ""1038"": 3, ""753"": 2, ""2271"": 2, ""1676"": 2, ""1170"": 1, ""1035"": 1, ""1468"": 1, ""1264"": 1, ""673"": 1, ""1992"": 1, ""1030"": 1, ""1304"": 1, ""1231"": 1, ""2996"": 1, ""1079"": 1, ""98"": 1, ""1749"": 1, ""984"": 1, ""1409"": 1, ""1209"": 1}"
3088	ENVELOPE	sobre	"{""1612"": 39, ""1741"": 5, ""589"": 2, ""1585"": 2, ""648"": 2, ""1591"": 1, ""1335"": 1, ""1663"": 1, ""2619"": 1, ""1775"": 1, ""2982"": 1}"	"{""1612"": 49, ""648"": 15, ""1591"": 11, ""1741"": 10, ""1585"": 3, ""1285"": 3, ""1326"": 2, ""906"": 2, ""1105"": 2, ""589"": 2, ""1775"": 2, ""1424"": 1, ""1597"": 1, ""1335"": 1, ""1663"": 1, ""2619"": 1, ""1485"": 1, ""194"": 1, ""1477"": 1, ""1361"": 1, ""1554"": 1, ""197"": 1, ""759"": 1, ""2982"": 1, ""1410"": 1, ""984"": 1}"
1158	STEP	escalón	"{""34"": 42, ""705"": 8, ""711"": 2, ""1591"": 2, ""3469"": 2, ""1252"": 1, ""1732"": 1, ""3617"": 1}"	"{""34"": 49, ""705"": 25, ""1591"": 5, ""2014"": 3, ""711"": 2, ""568"": 2, ""1732"": 2, ""479"": 2, ""1102"": 2, ""3469"": 2, ""1158"": 2, ""770"": 2, ""3617"": 2, ""1280"": 1, ""2894"": 1, ""1465"": 1, ""1252"": 1, ""1753"": 1, ""1613"": 1, ""1367"": 1, ""1203"": 1, ""1803"": 1, ""1992"": 1, ""1829"": 1}"
1100	COOK (SOMETHING)	cocinar	"{""256"": 18, ""1365"": 6, ""1336"": 5, ""3653"": 3, ""31"": 3, ""183"": 2, ""1341"": 1, ""1252"": 1, ""1833"": 1, ""194"": 1, ""1864"": 1, ""1453"": 1, ""1442"": 1, ""712"": 1, ""984"": 1}"	"{""256"": 24, ""1365"": 7, ""1336"": 7, ""1864"": 5, ""3653"": 4, ""31"": 4, ""221"": 3, ""183"": 3, ""712"": 3, ""739"": 2, ""1252"": 2, ""1453"": 2, ""2124"": 2, ""892"": 2, ""768"": 1, ""1341"": 1, ""634"": 1, ""2366"": 1, ""1833"": 1, ""369"": 1, ""584"": 1, ""194"": 1, ""1548"": 1, ""2493"": 1, ""1143"": 1, ""2235"": 1, ""2017"": 1, ""92"": 1, ""1442"": 1, ""480"": 1, ""984"": 1}"
2990	SACK	saco	"{""603"": 16, ""964"": 6, ""1287"": 3, ""2468"": 2, ""1895"": 2, ""757"": 1, ""3711"": 1, ""1585"": 1, ""1600"": 1, ""1477"": 1, ""1161"": 1, ""1554"": 1, ""894"": 1, ""764"": 1}"	"{""603"": 23, ""964"": 12, ""1287"": 9, ""1895"": 6, ""1471"": 4, ""764"": 3, ""2468"": 2, ""757"": 2, ""1622"": 2, ""3711"": 2, ""976"": 2, ""1496"": 1, ""1851"": 1, ""1286"": 1, ""491"": 1, ""2770"": 1, ""1333"": 1, ""1585"": 1, ""691"": 1, ""1600"": 1, ""1477"": 1, ""1161"": 1, ""1554"": 1, ""658"": 1, ""1616"": 1, ""998"": 1, ""156"": 1, ""3654"": 1, ""2990"": 1, ""894"": 1, ""1373"": 1, ""1749"": 1, ""984"": 1}"
621	IRON	fierro	"{""621"": 20, ""1884"": 8, ""2244"": 8, ""785"": 2, ""1051"": 2, ""951"": 1, ""1286"": 1, ""1535"": 1, ""1287"": 1, ""1361"": 1, ""1001"": 1, ""638"": 1, ""1566"": 1, ""984"": 1}"	"{""621"": 28, ""2244"": 22, ""1884"": 13, ""785"": 5, ""1361"": 3, ""1001"": 3, ""951"": 2, ""202"": 2, ""1051"": 2, ""2343"": 1, ""1325"": 1, ""1286"": 1, ""1840"": 1, ""1535"": 1, ""1287"": 1, ""1202"": 1, ""522"": 1, ""1775"": 1, ""638"": 1, ""1901"": 1, ""1295"": 1, ""1210"": 1, ""1566"": 1, ""1011"": 1, ""680"": 1, ""984"": 1, ""900"": 1}"
1051	CAN	lata	"{""2244"": 8, ""731"": 3, ""759"": 3, ""986"": 3, ""1639"": 2, ""256"": 2, ""2343"": 1, ""909"": 1, ""137"": 1, ""1287"": 1, ""1477"": 1, ""621"": 1, ""2009"": 1, ""1182"": 1, ""377"": 1}"	"{""2244"": 19, ""731"": 6, ""1639"": 6, ""909"": 5, ""256"": 5, ""986"": 5, ""759"": 4, ""137"": 3, ""647"": 3, ""1182"": 3, ""1287"": 2, ""1156"": 1, ""2343"": 1, ""3399"": 1, ""926"": 1, ""1844"": 1, ""1299"": 1, ""1477"": 1, ""621"": 1, ""1554"": 1, ""1471"": 1, ""1803"": 1, ""1474"": 1, ""1222"": 1, ""2009"": 1, ""3122"": 1, ""653"": 1, ""3460"": 1, ""1490"": 1, ""377"": 1, ""2879"": 1, ""1892"": 1, ""1342"": 1, ""604"": 1}"
1246	SMALL	chico	"{""1246"": 27, ""1202"": 15, ""1304"": 7, ""1646"": 1, ""1789"": 1, ""1207"": 1, ""712"": 1, ""2845"": 1, ""908"": 1}"	"{""1246"": 38, ""1304"": 33, ""1202"": 18, ""2845"": 6, ""1289"": 3, ""1207"": 3, ""1646"": 2, ""1300"": 2, ""1242"": 2, ""2106"": 2, ""753"": 1, ""721"": 1, ""1252"": 1, ""1645"": 1, ""1783"": 1, ""1789"": 1, ""1267"": 1, ""686"": 1, ""1554"": 1, ""1413"": 1, ""1720"": 1, ""1867"": 1, ""1366"": 1, ""1222"": 1, ""2009"": 1, ""712"": 1, ""1895"": 1, ""908"": 1}"
2352	DRAGONFLY	libélula	"{""620"": 15, ""1791"": 5, ""1441"": 5, ""619"": 4, ""1631"": 1, ""2354"": 1, ""630"": 1, ""1509"": 1, ""1793"": 1, ""858"": 1, ""1342"": 1}"	"{""620"": 25, ""1441"": 8, ""1791"": 7, ""619"": 6, ""948"": 4, ""630"": 3, ""1342"": 3, ""1961"": 2, ""2580"": 2, ""658"": 2, ""216"": 2, ""858"": 2, ""665"": 1, ""1631"": 1, ""27"": 1, ""1229"": 1, ""420"": 1, ""1246"": 1, ""1645"": 1, ""2060"": 1, ""239"": 1, ""2354"": 1, ""1138"": 1, ""1509"": 1, ""1793"": 1, ""1338"": 1, ""666"": 1, ""960"": 1}"
3654	TAKE OUT	sacar	"{""998"": 3, ""909"": 4, ""1455"": 3, ""759"": 2, ""713"": 2, ""855"": 1, ""2896"": 1, ""161"": 1, ""1107"": 1, ""1749"": 1}"	"{""998"": 4, ""909"": 7, ""713"": 6, ""1455"": 4, ""694"": 3, ""855"": 2, ""1519"": 2, ""2235"": 2, ""759"": 2, ""696"": 2, ""773"": 2, ""1749"": 2, ""948"": 1, ""1264"": 1, ""1447"": 1, ""2896"": 1, ""1208"": 1, ""789"": 1, ""700"": 1, ""1828"": 1, ""161"": 1, ""2009"": 1, ""1895"": 1, ""1107"": 1, ""1095"": 1, ""1228"": 1}"
875	SHOEMAKER	zapatero	"{""1381"": 19, ""899"": 2, ""984"": 2, ""585"": 1, ""1051"": 1, ""937"": 1, ""1895"": 1}"	"{""1381"": 21, ""984"": 4, ""899"": 3, ""1051"": 2, ""3659"": 2, ""585"": 1, ""502"": 1, ""1457"": 1, ""1291"": 1, ""1477"": 1, ""1001"": 1, ""2931"": 1, ""937"": 1, ""1674"": 1, ""1895"": 1, ""3"": 1}"
1035	GOOD	bueno	"{""1292"": 29, ""1225"": 1, ""194"": 1, ""2941"": 1, ""1620"": 1, ""3282"": 1, ""1338"": 1, ""683"": 1}"	"{""1292"": 30, ""2941"": 3, ""1495"": 3, ""1725"": 2, ""3632"": 2, ""1120"": 2, ""2009"": 2, ""753"": 1, ""1325"": 1, ""1732"": 1, ""1225"": 1, ""194"": 1, ""1548"": 1, ""1507"": 1, ""1620"": 1, ""2530"": 1, ""1646"": 1, ""1304"": 1, ""3282"": 1, ""1338"": 1, ""683"": 1, ""1343"": 1, ""1492"": 1}"
1283	TODAY	hoy	"{""1225"": 16, ""1174"": 13, ""1329"": 8, ""1376"": 5, ""892"": 2, ""1035"": 1, ""1442"": 1, ""813"": 1, ""1693"": 1, ""1657"": 1, ""1676"": 1}"	"{""1225"": 24, ""1329"": 21, ""1174"": 18, ""1376"": 16, ""892"": 9, ""813"": 3, ""1442"": 2, ""1323"": 2, ""248"": 1, ""136"": 1, ""1035"": 1, ""1967"": 1, ""1092"": 1, ""2941"": 1, ""1495"": 1, ""1283"": 1, ""1693"": 1, ""1697"": 1, ""630"": 1, ""1694"": 1, ""2341"": 1, ""1657"": 1, ""894"": 1, ""1676"": 1, ""2374"": 1, ""672"": 1, ""210"": 1, ""1422"": 1}"
1766	FINISH	terminar	"{""743"": 10, ""3447"": 4, ""742"": 4, ""1432"": 2, ""1376"": 1, ""1252"": 1, ""1046"": 1, ""2941"": 1, ""963"": 1, ""680"": 1}"	"{""743"": 21, ""1432"": 4, ""3447"": 4, ""2941"": 4, ""742"": 4, ""1046"": 3, ""680"": 3, ""1376"": 1, ""2524"": 1, ""1757"": 1, ""1252"": 1, ""256"": 1, ""733"": 1, ""963"": 1, ""1387"": 1, ""910"": 1, ""1030"": 1, ""3282"": 1, ""1231"": 1, ""1359"": 1, ""984"": 1, ""699"": 1, ""1529"": 1, ""1624"": 1, ""1444"": 1}"
1707	TWELVE	doce	"{""1356"": 17, ""1789"": 4, ""1706"": 3, ""1323"": 2, ""12"": 1, ""920"": 1}"	"{""1356"": 27, ""1789"": 1, ""12"": 5, ""1706"": 4, ""1888"": 3, ""1515"": 2, ""1353"": 2, ""1207"": 2, ""1323"": 2, ""768"": 1, ""1226"": 1, ""2407"": 1, ""1092"": 1, ""1292"": 1, ""1198"": 1, ""1233"": 1, ""1242"": 1, ""1709"": 1, ""1788"": 1, ""892"": 1, ""920"": 1, ""210"": 1}"
151	RAZOR	cuchilla	"{""1432"": 1, ""1352"": 10, ""1365"": 4, ""1302"": 3, ""946"": 2, ""1396"": 1, ""711"": 1, ""951"": 1, ""634"": 1, ""639"": 1, ""256"": 1, ""1202"": 1, ""910"": 1, ""1810"": 1, ""1948"": 1}"	"{""1432"": 3, ""1352"": 16, ""634"": 8, ""1365"": 7, ""256"": 7, ""951"": 4, ""2244"": 4, ""1810"": 4, ""1302"": 4, ""1254"": 3, ""946"": 3, ""251"": 2, ""1100"": 2, ""1396"": 1, ""1202"": 2, ""1417"": 2, ""910"": 2, ""1948"": 2, ""1227"": 2, ""2343"": 1, ""711"": 1, ""1465"": 1, ""2366"": 1, ""639"": 1, ""1287"": 1, ""1109"": 1, ""1361"": 1, ""628"": 1, ""571"": 1, ""2819"": 1, ""2992"": 1, ""1228"": 1, ""98"": 1}"
2638	FISHING	pescar	"{""227"": 6, ""855"": 4, ""146"": 4, ""1435"": 3, ""1417"": 2, ""666"": 2, ""1383"": 1, ""1074"": 1, ""1170"": 1, ""258"": 1, ""1336"": 1, ""85"": 1, ""1858"": 1, ""1749"": 1}"	"{""146"": 18, ""227"": 8, ""948"": 8, ""666"": 7, ""1435"": 6, ""855"": 4, ""1074"": 4, ""1417"": 3, ""1338"": 3, ""1858"": 3, ""1844"": 2, ""212"": 2, ""1336"": 2, ""256"": 2, ""1474"": 2, ""388"": 2, ""1383"": 1, ""1170"": 1, ""740"": 1, ""258"": 1, ""85"": 1, ""719"": 1, ""194"": 1, ""910"": 1, ""3654"": 1, ""3458"": 1, ""1343"": 1, ""1749"": 1}"
2206	RABIES	rabia	"{""82"": 26, ""2009"": 10, ""1986"": 2, ""1768"": 2, ""1783"": 1, ""156"": 1}"	"{""82"": 1, ""2009"": 13, ""1986"": 4, ""156"": 4, ""1768"": 3, ""781"": 2, ""619"": 1, ""1335"": 1, ""1613"": 1, ""1336"": 1, ""1380"": 1, ""1783"": 1, ""2573"": 1, ""1394"": 1, ""1562"": 1, ""683"": 1, ""1490"": 1}"
108	RUDDER	timón	"{""740"": 29, ""1870"": 1, ""741"": 1, ""43"": 1, ""787"": 1, ""216"": 1, ""1273"": 1}"	"{""740"": 41, ""1474"": 5, ""948"": 4, ""43"": 3, ""1803"": 3, ""787"": 3, ""1870"": 2, ""741"": 2, ""1273"": 2, ""2252"": 1, ""1287"": 1, ""1205"": 1, ""891"": 1, ""1350"": 1, ""216"": 1, ""4015"": 1, ""972"": 1, ""1395"": 1, ""710"": 1, ""858"": 1}"
945	SPEAR	lanza	"{""977"": 11, ""951"": 1, ""3612"": 5, ""1295"": 3, ""2992"": 3, ""1535"": 2, ""889"": 2, ""3838"": 1, ""1352"": 1, ""1064"": 1, ""2244"": 1}"	"{""951"": 1, ""977"": 12, ""3612"": 10, ""2992"": 7, ""1295"": 5, ""1455"": 5, ""1109"": 3, ""964"": 3, ""1535"": 2, ""1095"": 2, ""889"": 2, ""1257"": 1, ""994"": 1, ""1061"": 1, ""3838"": 1, ""1352"": 1, ""1064"": 1, ""2411"": 1, ""1361"": 1, ""1348"": 1, ""2244"": 1, ""652"": 1, ""1845"": 1, ""227"": 1, ""1503"": 1, ""946"": 1}"
307	HAWK	halcón	"{""937"": 8, ""1905"": 6, ""1441"": 3, ""711"": 1, ""619"": 1, ""1673"": 1, ""735"": 1, ""1435"": 1, ""1732"": 1, ""2580"": 1, ""1248"": 1, ""1810"": 1}"	"{""937"": 12, ""1905"": 7, ""1441"": 7, ""619"": 3, ""1435"": 3, ""73"": 3, ""711"": 2, ""1732"": 2, ""72"": 2, ""163"": 2, ""1248"": 2, ""1257"": 1, ""1424"": 1, ""1673"": 1, ""735"": 1, ""785"": 1, ""1202"": 1, ""2580"": 1, ""806"": 1, ""781"": 1, ""639"": 1, ""784"": 1, ""1810"": 1, ""972"": 1}"
1524	WINE	vino	"{""920"": 1, ""731"": 8, ""404"": 6, ""712"": 3, ""948"": 1, ""2524"": 1, ""1174"": 1, ""1321"": 1, ""1035"": 1, ""1387"": 1, ""156"": 1, ""695"": 1, ""1749"": 1, ""1446"": 1}"	"{""920"": 2, ""731"": 13, ""404"": 10, ""1321"": 5, ""712"": 4, ""156"": 4, ""2524"": 3, ""1335"": 2, ""695"": 1, ""1749"": 2, ""1446"": 2, ""948"": 1, ""768"": 1, ""1174"": 1, ""1401"": 1, ""1035"": 1, ""1833"": 1, ""1639"": 1, ""256"": 1, ""717"": 1, ""1507"": 1, ""785"": 1, ""1387"": 1, ""706"": 1, ""1242"": 1, ""1230"": 1, ""1747"": 1, ""210"": 1}"
4004	RECORD PLAYER	tocadiscos	"{""642"": 32, ""1229"": 5, ""1803"": 1}"	"{""642"": 53, ""1229"": 7, ""1803"": 2, ""2879"": 2, ""2524"": 1, ""1879"": 1, ""1608"": 1, ""1361"": 1, ""1216"": 1, ""1217"": 1, ""1182"": 1, ""1327"": 1, ""1892"": 1, ""4023"": 1}"
877	MASON	albañil	"{""984"": 1, ""2977"": 6, ""1252"": 3, ""1901"": 3, ""1230"": 3, ""1006"": 1, ""933"": 1}"	"{""2977"": 11, ""984"": 1, ""1252"": 9, ""1901"": 5, ""3396"": 3, ""1006"": 3, ""933"": 3, ""1230"": 3, ""1674"": 2, ""671"": 1, ""3094"": 1, ""1680"": 1, ""34"": 1, ""813"": 1, ""1554"": 1, ""1481"": 1, ""683"": 1, ""857"": 1, ""25"": 1}"
2765	CHERRY	cereza	"{""1507"": 4, ""156"": 5, ""1639"": 4, ""3138"": 3, ""1569"": 2, ""906"": 1, ""674"": 1, ""1613"": 1, ""717"": 1, ""1813"": 1, ""920"": 1}"	"{""1507"": 6, ""156"": 17, ""717"": 1, ""1639"": 5, ""3138"": 5, ""906"": 3, ""420"": 2, ""1613"": 2, ""1246"": 2, ""1569"": 2, ""712"": 2, ""920"": 2, ""926"": 1, ""674"": 1, ""1646"": 1, ""1336"": 1, ""256"": 1, ""1548"": 1, ""239"": 1, ""1287"": 1, ""2627"": 1, ""653"": 1, ""1813"": 1, ""1342"": 1}"
1483	NINE	nueve	"{""1356"": 24, ""1515"": 12, ""1335"": 1, ""1789"": 1, ""1353"": 1, ""1489"": 1, ""1705"": 1, ""216"": 1, ""1703"": 1, ""1704"": 1, ""492"": 1}"	"{""1356"": 33, ""1515"": 20, ""1705"": 9, ""1706"": 3, ""1703"": 3, ""1704"": 3, ""1789"": 1, ""1707"": 2, ""1353"": 2, ""492"": 2, ""1424"": 1, ""1335"": 1, ""1833"": 1, ""1467"": 1, ""1322"": 1, ""784"": 1, ""1304"": 1, ""1489"": 1, ""216"": 1, ""1242"": 1, ""1323"": 1, ""720"": 1, ""1227"": 1}"
1449	RUB	frotar	"{""1767"": 4, ""625"": 3, ""2235"": 3, ""1616"": 2, ""1892"": 2, ""948"": 1, ""740"": 1, ""1341"": 1, ""1324"": 1, ""3120"": 1, ""1287"": 1, ""221"": 1, ""1208"": 1, ""3083"": 1, ""3659"": 1, ""1489"": 1, ""763"": 1, ""680"": 1, ""1895"": 1}"	"{""2235"": 8, ""1767"": 6, ""1341"": 4, ""221"": 4, ""625"": 4, ""3659"": 2, ""3120"": 3, ""1892"": 3, ""499"": 2, ""1783"": 2, ""1453"": 2, ""1616"": 2, ""1436"": 2, ""855"": 1, ""948"": 1, ""1584"": 1, ""1414"": 1, ""740"": 1, ""1844"": 1, ""708"": 1, ""1324"": 1, ""1287"": 1, ""1208"": 1, ""3083"": 1, ""1109"": 1, ""788"": 1, ""704"": 1, ""630"": 1, ""1277"": 1, ""249"": 1, ""1489"": 1, ""763"": 1, ""1531"": 1, ""680"": 1, ""1895"": 1, ""1909"": 1, ""1381"": 1}"
