CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	R1	R123
1078	MAIN	main	"{""1362"": 17, ""948"": 4, ""301"": 3, ""1285"": 3, ""1048"": 3, ""667"": 3, ""1474"": 3, ""728"": 2, ""2624"": 2, ""1202"": 1, ""491"": 1, ""1277"": 1, ""626"": 1, ""1526"": 1, ""1093"": 1, ""1124"": 1, ""2526"": 1, ""2425"": 1, ""658"": 1, ""1374"": 1, ""1414"": 1, ""987"": 1, ""947"": 1}"	"{""1362"": 33, ""1285"": 14, ""948"": 13, ""728"": 10, ""1124"": 6, ""491"": 5, ""1048"": 5, ""301"": 4, ""2624"": 4, ""667"": 4, ""1474"": 4, ""987"": 4, ""1554"": 3, ""1198"": 3, ""1414"": 3, ""947"": 3, ""1202"": 2, ""680"": 2, ""1256"": 2, ""1609"": 2, ""1526"": 2, ""2669"": 2, ""787"": 2, ""2955"": 2, ""837"": 1, ""3396"": 1, ""102"": 1, ""1833"": 1, ""256"": 1, ""2194"": 1, ""1040"": 1, ""1277"": 1, ""1472"": 1, ""626"": 1, ""1093"": 1, ""645"": 1, ""3361"": 1, ""1580"": 1, ""2526"": 1, ""2425"": 1, ""658"": 1, ""2968"": 1, ""1374"": 1, ""666"": 1, ""1039"": 1, ""2975"": 1, ""2277"": 1}"
989	CLEAR	clear	"{""948"": 9, ""1732"": 7, ""604"": 6, ""3754"": 6, ""704"": 3, ""1156"": 3, ""1432"": 2, ""1225"": 2, ""1624"": 2, ""1562"": 2, ""1868"": 2, ""1375"": 2, ""27"": 1, ""837"": 1, ""680"": 1, ""679"": 1, ""218"": 1, ""3759"": 1, ""1256"": 1, ""687"": 1, ""1376"": 1, ""1107"": 1, ""652"": 1, ""2982"": 1, ""658"": 1, ""763"": 1, ""1537"": 1, ""2340"": 1, ""230"": 1, ""2975"": 1, ""952"": 1}"	"{""3754"": 20, ""948"": 20, ""604"": 18, ""1732"": 16, ""837"": 9, ""704"": 7, ""1225"": 7, ""1562"": 5, ""1624"": 4, ""1156"": 4, ""2340"": 4, ""1375"": 4, ""27"": 3, ""1432"": 3, ""763"": 3, ""1536"": 3, ""952"": 3, ""2316"": 2, ""687"": 2, ""654"": 2, ""2519"": 2, ""2975"": 2, ""1591"": 2, ""1868"": 2, ""1335"": 2, ""1816"": 1, ""680"": 1, ""679"": 1, ""3689"": 1, ""1476"": 1, ""1613"": 1, ""1419"": 1, ""218"": 1, ""3759"": 1, ""243"": 1, ""1256"": 1, ""1048"": 1, ""2950"": 1, ""640"": 1, ""1376"": 1, ""1107"": 1, ""652"": 1, ""656"": 1, ""2982"": 1, ""1147"": 1, ""1452"": 1, ""1315"": 1, ""658"": 1, ""1450"": 1, ""3762"": 1, ""1409"": 1, ""1641"": 1, ""1537"": 1, ""230"": 1, ""1775"": 1}"
950	SEAGULL	gull	"{""1474"": 40, ""937"": 30, ""950"": 2, ""1257"": 2, ""278"": 1, ""163"": 1, ""2353"": 1, ""3230"": 1, ""227"": 1, ""624"": 1, ""645"": 1, ""1335"": 1}"	"{""1474"": 58, ""937"": 54, ""645"": 11, ""3460"": 7, ""950"": 6, ""1257"": 6, ""1441"": 1, ""1438"": 4, ""227"": 3, ""624"": 3, ""3883"": 3, ""1335"": 3, ""972"": 2, ""671"": 2, ""619"": 1, ""278"": 1, ""663"": 1, ""73"": 1, ""1202"": 1, ""163"": 1, ""1844"": 1, ""2353"": 1, ""1839"": 1, ""3230"": 1, ""1230"": 1, ""1567"": 1, ""744"": 1, ""45"": 1, ""1201"": 1, ""1768"": 1, ""1518"": 1, ""1780"": 1, ""1355"": 1, ""377"": 1, ""1182"": 1, ""1490"": 1, ""1274"": 1, ""740"": 1, ""1732"": 1, ""1346"": 1, ""909"": 1, ""948"": 1}"
773	HAVE	had	"{""773"": 4, ""3667"": 6, ""1579"": 4, ""813"": 2, ""684"": 1, ""695"": 2, ""1673"": 1, ""2408"": 1, ""1225"": 1, ""1277"": 1, ""1884"": 1, ""169"": 1, ""2090"": 1, ""1559"": 1, ""1229"": 1, ""1875"": 1, ""3854"": 1, ""1784"": 1}"	"{""773"": 2, ""3667"": 11, ""1579"": 1, ""813"": 2, ""98"": 1, ""2218"": 2, ""684"": 2, ""1559"": 2, ""1875"": 2, ""695"": 2, ""1676"": 1, ""1673"": 1, ""1336"": 1, ""1292"": 1, ""1882"": 1, ""1368"": 1, ""2408"": 1, ""1310"": 1, ""1300"": 1, ""1225"": 1, ""2009"": 1, ""153"": 1, ""3090"": 1, ""1277"": 1, ""1884"": 1, ""771"": 1, ""169"": 1, ""923"": 1, ""1554"": 1, ""2090"": 1, ""161"": 1, ""1656"": 1, ""1229"": 1, ""374"": 1, ""699"": 1, ""3854"": 1, ""2562"": 1, ""738"": 1, ""2754"": 1, ""2113"": 1, ""1784"": 1, ""1599"": 1, ""1213"": 1}"
1579	BE	am	"{""1209"": 9, ""1339"": 11, ""1579"": 1, ""2301"": 5, ""892"": 3, ""1240"": 2, ""695"": 1, ""1495"": 1, ""136"": 1, ""683"": 1}"	"{""1209"": 14, ""1339"": 25, ""1579"": 1, ""2301"": 13, ""892"": 6, ""695"": 5, ""1323"": 3, ""1240"": 3, ""1993"": 3, ""1213"": 3, ""683"": 2, ""1422"": 1, ""1964"": 1, ""1111"": 1, ""813"": 1, ""221"": 1, ""503"": 1, ""1495"": 1, ""136"": 1, ""1239"": 1, ""2398"": 1, ""1656"": 1, ""1376"": 1, ""2769"": 1, ""2982"": 1, ""1631"": 1, ""1314"": 1, ""1657"": 1, ""1416"": 1, ""2955"": 1, ""2271"": 1, ""2754"": 1, ""2310"": 1, ""948"": 1, ""712"": 1, ""962"": 1, ""984"": 1, ""1268"": 1}"
4015	PIRATE	pirate	"{""740"": 25, ""663"": 8, ""882"": 5, ""713"": 5, ""1071"": 2, ""3074"": 2, ""937"": 1, ""834"": 1, ""1369"": 1, ""1248"": 1, ""1315"": 1, ""1474"": 1}"	"{""740"": 51, ""882"": 11, ""713"": 11, ""663"": 9, ""3074"": 7, ""1844"": 6, ""1369"": 6, ""1474"": 5, ""1535"": 4, ""1071"": 3, ""3670"": 3, ""3084"": 2, ""834"": 2, ""3202"": 2, ""771"": 2, ""645"": 2, ""876"": 1, ""678"": 1, ""937"": 1, ""163"": 1, ""3086"": 1, ""500"": 1, ""770"": 1, ""1358"": 1, ""2623"": 1, ""1566"": 1, ""1040"": 1, ""1610"": 1, ""1092"": 1, ""1554"": 1, ""184"": 1, ""1559"": 1, ""642"": 1, ""1248"": 1, ""131"": 1, ""1315"": 1, ""156"": 1, ""787"": 1, ""1160"": 1, ""1952"": 1, ""2976"": 1}"
162	HICCOUGH	hiccup	"{""2789"": 11, ""879"": 10, ""162"": 7, ""1401"": 3, ""1621"": 3, ""948"": 3, ""870"": 2, ""1407"": 1, ""1972"": 2, ""1783"": 2, ""1346"": 2, ""1289"": 1, ""1251"": 1, ""1903"": 1, ""2099"": 1, ""2038"": 1, ""1463"": 1, ""1419"": 1, ""1976"": 1, ""1293"": 1, ""1182"": 1, ""1129"": 1, ""1123"": 1, ""1645"": 1, ""2879"": 1, ""819"": 1, ""1591"": 1}"	"{""879"": 22, ""2789"": 17, ""948"": 15, ""162"": 8, ""1621"": 7, ""870"": 5, ""377"": 5, ""1401"": 4, ""1976"": 4, ""2099"": 3, ""1463"": 3, ""1355"": 3, ""1293"": 3, ""674"": 3, ""1783"": 3, ""862"": 3, ""1346"": 3, ""27"": 2, ""2892"": 2, ""1289"": 2, ""1251"": 2, ""1407"": 1, ""1903"": 2, ""1592"": 2, ""604"": 2, ""2411"": 2, ""1972"": 2, ""1129"": 2, ""2425"": 2, ""2879"": 2, ""404"": 1, ""2245"": 1, ""1480"": 1, ""702"": 1, ""1725"": 1, ""2038"": 1, ""1419"": 1, ""256"": 1, ""1277"": 1, ""1829"": 1, ""1182"": 1, ""1221"": 1, ""1123"": 1, ""156"": 1, ""1645"": 1, ""1847"": 1, ""1246"": 1, ""819"": 1, ""600"": 1, ""3617"": 1, ""897"": 1, ""21"": 1, ""26"": 1, ""1591"": 1, ""1199"": 1, ""960"": 1, ""150"": 1}"
972	BE ABLE	able	"{""972"": 14, ""813"": 1, ""790"": 2, ""2754"": 2, ""2527"": 1, ""860"": 1, ""1364"": 1, ""1458"": 1}"	"{""972"": 1, ""790"": 9, ""813"": 1, ""2527"": 6, ""785"": 6, ""1364"": 5, ""2754"": 5, ""1579"": 1, ""807"": 2, ""3333"": 1, ""146"": 1, ""860"": 1, ""1310"": 1, ""2009"": 1, ""686"": 1, ""2218"": 1, ""1447"": 1, ""1092"": 1, ""169"": 1, ""1297"": 1, ""2896"": 1, ""734"": 1, ""1240"": 1, ""1675"": 1, ""2968"": 1, ""1458"": 1, ""202"": 1, ""1711"": 1, ""2271"": 1, ""1443"": 1, ""984"": 1, ""1268"": 1}"
1248	EYE	eye	"{""1845"": 20, ""1409"": 1, ""1898"": 7, ""2519"": 3, ""1429"": 3, ""1221"": 3, ""2319"": 2, ""1380"": 2, ""1427"": 1, ""1655"": 1, ""837"": 1, ""679"": 1, ""1173"": 1, ""874"": 1, ""1247"": 1, ""1290"": 1, ""1248"": 1, ""3807"": 1, ""1560"": 1, ""1303"": 1, ""604"": 1, ""1209"": 1, ""39"": 1, ""1819"": 1, ""3074"": 1, ""753"": 1, ""2600"": 1, ""1650"": 1, ""1375"": 1}"	"{""1409"": 1, ""1845"": 25, ""1898"": 17, ""2519"": 7, ""1819"": 1, ""1173"": 1, ""1221"": 7, ""1380"": 6, ""1560"": 5, ""1429"": 5, ""2319"": 5, ""837"": 4, ""1650"": 4, ""1655"": 3, ""1247"": 1, ""604"": 3, ""674"": 3, ""753"": 3, ""1375"": 3, ""1144"": 3, ""2409"": 2, ""750"": 2, ""3807"": 2, ""1256"": 2, ""3074"": 2, ""51"": 2, ""1427"": 1, ""163"": 1, ""1653"": 1, ""946"": 1, ""1480"": 1, ""679"": 1, ""874"": 1, ""491"": 1, ""989"": 1, ""1613"": 1, ""597"": 1, ""273"": 1, ""1290"": 1, ""40"": 1, ""1248"": 1, ""1540"": 1, ""1303"": 1, ""1301"": 1, ""2624"": 1, ""3625"": 1, ""1209"": 1, ""1285"": 1, ""39"": 1, ""630"": 1, ""2541"": 1, ""502"": 1, ""1382"": 1, ""2600"": 1, ""3977"": 1, ""811"": 1, ""1378"": 1, ""124"": 1, ""3134"": 1, ""1591"": 1}"
1384	SECOND	second	"{""728"": 25, ""1859"": 9, ""892"": 9, ""1277"": 7, ""723"": 7, ""1354"": 3, ""1685"": 1, ""831"": 1, ""2099"": 1, ""1225"": 1, ""1353"": 1, ""1529"": 1, ""1093"": 1, ""3897"": 1, ""1128"": 1, ""2975"": 1, ""1498"": 1, ""960"": 1}"	"{""728"": 41, ""892"": 23, ""1859"": 20, ""723"": 14, ""1277"": 12, ""1353"": 7, ""1354"": 6, ""1529"": 5, ""1498"": 4, ""831"": 3, ""1685"": 2, ""2099"": 2, ""1225"": 2, ""1932"": 2, ""3897"": 2, ""1631"": 1, ""3643"": 1, ""837"": 1, ""3312"": 1, ""476"": 1, ""84"": 1, ""3072"": 1, ""3667"": 1, ""1526"": 1, ""1506"": 1, ""1093"": 1, ""1376"": 1, ""1356"": 1, ""1493"": 1, ""1128"": 1, ""2969"": 1, ""759"": 1, ""1437"": 1, ""1806"": 1, ""2060"": 1, ""1362"": 1, ""2975"": 1, ""1843"": 1, ""2113"": 1, ""1590"": 1, ""1650"": 1, ""1270"": 1, ""960"": 1, ""1599"": 1}"
486	MINISTER	minister	"{""852"": 17, ""1349"": 15, ""1897"": 3, ""661"": 3, ""163"": 1, ""3357"": 1, ""2012"": 1, ""1217"": 1, ""382"": 1, ""815"": 1, ""326"": 1, ""953"": 1, ""1268"": 1}"	"{""852"": 38, ""1349"": 29, ""661"": 9, ""1897"": 8, ""815"": 5, ""3357"": 3, ""1217"": 3, ""1268"": 3, ""163"": 2, ""2012"": 2, ""1944"": 2, ""1554"": 2, ""3361"": 2, ""711"": 2, ""1259"": 2, ""1637"": 1, ""1616"": 1, ""2033"": 1, ""3069"": 1, ""3336"": 1, ""382"": 1, ""326"": 1, ""43"": 1, ""2411"": 1, ""3299"": 1, ""1246"": 1, ""1553"": 1, ""1269"": 1, ""683"": 1, ""304"": 1, ""953"": 1, ""2283"": 1, ""3648"": 1, ""1875"": 1, ""1699"": 1, ""1749"": 1, ""709"": 1, ""1599"": 1}"
210	LIFE	life	"{""910"": 24, ""1203"": 4, ""923"": 4, ""2467"": 3, ""1422"": 2, ""2524"": 2, ""1048"": 2, ""3557"": 1, ""1685"": 1, ""2805"": 1, ""946"": 1, ""870"": 1, ""1407"": 1, ""1225"": 1, ""1579"": 1, ""1441"": 1, ""2316"": 1, ""694"": 1, ""1035"": 1, ""1202"": 1, ""1425"": 1, ""3299"": 1, ""630"": 1, ""2150"": 1, ""2950"": 1, ""789"": 1, ""3268"": 1, ""1096"": 1, ""1537"": 1, ""892"": 1, ""3140"": 1, ""984"": 1}"	"{""910"": 34, ""1422"": 4, ""923"": 9, ""1203"": 8, ""2805"": 7, ""2524"": 7, ""1048"": 6, ""892"": 5, ""870"": 4, ""984"": 4, ""2467"": 3, ""1425"": 3, ""2950"": 3, ""1685"": 2, ""619"": 2, ""1407"": 1, ""1429"": 2, ""1035"": 2, ""1495"": 2, ""630"": 2, ""789"": 2, ""1645"": 2, ""717"": 2, ""3557"": 1, ""1861"": 1, ""1289"": 1, ""946"": 1, ""1844"": 1, ""1530"": 1, ""1465"": 1, ""2011"": 1, ""1225"": 1, ""1625"": 1, ""1579"": 1, ""212"": 1, ""239"": 1, ""1441"": 1, ""2316"": 1, ""1507"": 1, ""694"": 1, ""1447"": 1, ""1202"": 1, ""2941"": 1, ""1364"": 1, ""1702"": 1, ""2406"": 1, ""3628"": 1, ""683"": 1, ""3299"": 1, ""1355"": 1, ""628"": 1, ""1411"": 1, ""1117"": 1, ""2150"": 1, ""1231"": 1, ""2893"": 1, ""1376"": 1, ""645"": 1, ""1951"": 1, ""2252"": 1, ""1281"": 1, ""3267"": 1, ""3268"": 1, ""1657"": 1, ""712"": 1, ""1519"": 1, ""1096"": 1, ""518"": 1, ""53"": 1, ""1537"": 1, ""3140"": 1, ""2230"": 1, ""1226"": 1}"
1769	AXLE	axle	"{""1111"": 34, ""710"": 22, ""323"": 3, ""3882"": 3, ""2549"": 3, ""999"": 2, ""1996"": 2, ""747"": 1, ""1366"": 1, ""2009"": 1, ""1361"": 1, ""4011"": 1, ""122"": 1}"	"{""1111"": 59, ""710"": 43, ""323"": 7, ""3882"": 7, ""4011"": 7, ""1588"": 7, ""1996"": 4, ""2549"": 4, ""588"": 3, ""144"": 3, ""122"": 3, ""999"": 1, ""779"": 2, ""281"": 2, ""182"": 2, ""677"": 1, ""1132"": 1, ""747"": 1, ""1366"": 1, ""966"": 1, ""1070"": 1, ""2620"": 1, ""491"": 1, ""2009"": 1, ""2622"": 1, ""3074"": 1, ""695"": 1, ""1033"": 1, ""621"": 1, ""2244"": 1, ""642"": 1, ""1124"": 1, ""667"": 1, ""3064"": 1, ""277"": 1, ""1361"": 1, ""3665"": 1, ""670"": 1, ""1803"": 1}"
2112	OLD (AGED)	elder	"{""1229"": 29, ""698"": 7, ""1349"": 4, ""906"": 2, ""2112"": 1, ""1262"": 1, ""1037"": 1, ""1496"": 1, ""305"": 1, ""153"": 1, ""1644"": 1, ""717"": 1, ""823"": 1}"	"{""1229"": 44, ""698"": 21, ""906"": 12, ""1349"": 8, ""904"": 7, ""1554"": 5, ""385"": 5, ""2112"": 1, ""678"": 4, ""1496"": 3, ""153"": 3, ""683"": 3, ""1549"": 3, ""1789"": 1, ""1262"": 2, ""146"": 2, ""1290"": 2, ""1037"": 2, ""1383"": 2, ""305"": 2, ""930"": 2, ""2294"": 2, ""1272"": 1, ""2805"": 1, ""2930"": 1, ""1465"": 1, ""1032"": 1, ""40"": 1, ""2218"": 1, ""1560"": 1, ""194"": 1, ""1217"": 1, ""1419"": 1, ""2301"": 1, ""2963"": 1, ""406"": 1, ""1128"": 1, ""1338"": 1, ""789"": 1, ""852"": 1, ""1644"": 1, ""1640"": 1, ""1847"": 1, ""1263"": 1, ""2530"": 1, ""1620"": 1, ""717"": 1, ""1335"": 1, ""823"": 1, ""962"": 1, ""1803"": 1}"
1039	SHOW	show	"{""1711"": 12, ""2982"": 6, ""892"": 6, ""216"": 1, ""1465"": 3, ""1413"": 3, ""2621"": 2, ""615"": 2, ""2301"": 2, ""1788"": 1, ""1577"": 1, ""1202"": 1, ""2009"": 1, ""617"": 1, ""1819"": 1, ""1559"": 1, ""642"": 1, ""1231"": 1, ""1409"": 1, ""884"": 1, ""1638"": 1, ""2968"": 1, ""1650"": 1, ""866"": 1}"	"{""1711"": 18, ""216"": 2, ""1413"": 11, ""892"": 9, ""2982"": 8, ""1465"": 5, ""2301"": 5, ""1409"": 5, ""1788"": 3, ""1844"": 4, ""2621"": 1, ""1879"": 3, ""1626"": 3, ""1076"": 2, ""101"": 2, ""615"": 2, ""642"": 2, ""673"": 2, ""1591"": 2, ""1577"": 1, ""1275"": 1, ""1568"": 1, ""1387"": 1, ""1845"": 1, ""1202"": 1, ""1679"": 1, ""1750"": 1, ""4020"": 1, ""685"": 1, ""2009"": 1, ""1326"": 1, ""3846"": 1, ""1248"": 1, ""43"": 1, ""1566"": 1, ""2486"": 1, ""3628"": 1, ""617"": 1, ""3626"": 1, ""1819"": 1, ""1554"": 1, ""4014"": 1, ""1559"": 1, ""1231"": 1, ""1182"": 1, ""1376"": 1, ""594"": 1, ""3915"": 1, ""884"": 1, ""701"": 1, ""709"": 1, ""2571"": 1, ""1638"": 1, ""2968"": 1, ""1650"": 1, ""866"": 1}"
3888	SKUNK	skunk	"{""2124"": 26, ""619"": 15, ""1587"": 12, ""42"": 3, ""3288"": 3, ""163"": 2, ""3704"": 2, ""1625"": 1, ""1335"": 1, ""866"": 1}"	"{""2124"": 40, ""1587"": 26, ""619"": 25, ""163"": 21, ""42"": 6, ""1335"": 10, ""3704"": 6, ""1490"": 3, ""1519"": 3, ""1220"": 3, ""3288"": 3, ""1625"": 2, ""1230"": 2, ""1233"": 2, ""1294"": 1, ""1291"": 1, ""1292"": 1, ""774"": 1, ""1111"": 1, ""1810"": 1, ""782"": 1, ""2009"": 1, ""239"": 1, ""1246"": 1, ""642"": 1, ""3897"": 1, ""2410"": 1, ""828"": 1, ""667"": 1, ""668"": 1, ""669"": 1, ""778"": 1, ""986"": 1, ""900"": 1, ""1548"": 1, ""1142"": 1, ""2230"": 1, ""866"": 1}"
1591	UP	up	"{""1326"": 56, ""1265"": 9, ""1741"": 1, ""1732"": 4, ""3427"": 2, ""568"": 2, ""1391"": 2, ""1676"": 1, ""3083"": 1, ""1976"": 1, ""1574"": 1, ""695"": 1, ""2471"": 1, ""1753"": 1, ""1340"": 1}"	"{""1326"": 62, ""1265"": 24, ""1732"": 13, ""1741"": 6, ""1495"": 1, ""34"": 7, ""825"": 5, ""3083"": 5, ""3427"": 5, ""216"": 5, ""4033"": 4, ""695"": 4, ""1464"": 4, ""244"": 4, ""1019"": 4, ""1753"": 4, ""1102"": 3, ""568"": 3, ""1937"": 3, ""27"": 2, ""977"": 2, ""705"": 2, ""1574"": 2, ""501"": 2, ""1819"": 2, ""1107"": 2, ""1704"": 2, ""682"": 2, ""3006"": 2, ""1391"": 2, ""2670"": 1, ""1676"": 1, ""1291"": 1, ""1663"": 1, ""1976"": 1, ""1510"": 1, ""1046"": 1, ""1489"": 1, ""2936"": 1, ""1406"": 1, ""2006"": 1, ""1441"": 1, ""2194"": 1, ""1646"": 1, ""2872"": 1, ""1460"": 1, ""1041"": 1, ""2471"": 1, ""477"": 1, ""633"": 1, ""1598"": 1, ""1597"": 1, ""2669"": 1, ""3096"": 1, ""1645"": 1, ""1416"": 1, ""906"": 1, ""2386"": 1, ""1588"": 1, ""1591"": 1, ""57"": 1, ""1340"": 1, ""1213"": 1}"
961	PEBBLES	pebbles	"{""3460"": 12, ""857"": 6, ""668"": 2, ""666"": 1, ""671"": 1, ""948"": 1}"	"{""3460"": 34, ""666"": 10, ""1234"": 10, ""857"": 8, ""3028"": 6, ""1246"": 2, ""1474"": 5, ""624"": 4, ""668"": 4, ""586"": 3, ""947"": 3, ""948"": 3, ""1456"": 2, ""3821"": 1, ""1525"": 1, ""2483"": 1, ""1301"": 1, ""1954"": 1, ""1898"": 1, ""2411"": 1, ""1198"": 1, ""639"": 1, ""645"": 1, ""2252"": 1, ""2831"": 1, ""838"": 1, ""667"": 1, ""1395"": 1, ""671"": 1, ""3977"": 1, ""113"": 1, ""1375"": 1}"
1226	YEAR	year	"{""892"": 12, ""1789"": 7, ""1370"": 7, ""1967"": 4, ""3801"": 4, ""1225"": 4, ""1493"": 3, ""2805"": 2, ""2407"": 2, ""742"": 2, ""1203"": 2, ""1229"": 2, ""3524"": 1, ""1953"": 1, ""197"": 1, ""963"": 1, ""1090"": 1, ""1692"": 1, ""1231"": 1, ""673"": 1, ""691"": 1, ""1343"": 1, ""1469"": 1}"	"{""892"": 31, ""1789"": 20, ""1370"": 20, ""3801"": 10, ""742"": 10, ""1225"": 9, ""1203"": 9, ""2407"": 8, ""1967"": 7, ""1231"": 5, ""1493"": 5, ""2805"": 4, ""1229"": 3, ""1469"": 3, ""963"": 2, ""1018"": 2, ""2982"": 2, ""673"": 2, ""691"": 2, ""1343"": 2, ""3524"": 1, ""1953"": 1, ""197"": 1, ""1289"": 1, ""1090"": 1, ""2935"": 1, ""910"": 1, ""2855"": 1, ""2101"": 1, ""1228"": 1, ""98"": 1, ""1692"": 1, ""2427"": 1, ""136"": 1, ""1353"": 1, ""169"": 1, ""2393"": 1, ""2537"": 1, ""210"": 1, ""2301"": 1, ""1269"": 1, ""508"": 1, ""1306"": 1, ""1395"": 1, ""1645"": 1, ""1711"": 1, ""1214"": 1, ""1707"": 1, ""2435"": 1, ""2310"": 1, ""1590"": 1, ""1471"": 1, ""3329"": 1}"
522	WOLF	wolf	"{""2009"": 32, ""526"": 7, ""619"": 5, ""1313"": 3, ""1331"": 3, ""1820"": 2, ""1208"": 2, ""1554"": 2, ""1335"": 2, ""1202"": 1, ""1895"": 1, ""1319"": 1, ""476"": 1, ""1810"": 1, ""1567"": 1, ""1336"": 1, ""153"": 1, ""3380"": 1, ""1053"": 1, ""1216"": 1, ""735"": 1, ""2526"": 1, ""1847"": 1, ""1380"": 1, ""1579"": 1, ""1025"": 1, ""2230"": 1, ""1207"": 1}"	"{""2009"": 43, ""526"": 22, ""619"": 15, ""1313"": 12, ""2230"": 7, ""153"": 1, ""1380"": 6, ""912"": 5, ""580"": 5, ""1331"": 5, ""784"": 5, ""1820"": 4, ""3466"": 4, ""1312"": 4, ""1554"": 4, ""420"": 1, ""1040"": 3, ""1579"": 3, ""1292"": 2, ""1204"": 2, ""1202"": 2, ""1208"": 2, ""1287"": 2, ""1810"": 2, ""3380"": 2, ""1335"": 2, ""1427"": 1, ""3283"": 1, ""72"": 1, ""1895"": 1, ""1319"": 1, ""74"": 1, ""476"": 1, ""1494"": 1, ""597"": 1, ""1567"": 1, ""2001"": 1, ""1336"": 1, ""45"": 1, ""194"": 1, ""3679"": 1, ""1533"": 1, ""1435"": 1, ""1053"": 1, ""820"": 1, ""43"": 1, ""1139"": 1, ""1216"": 1, ""2964"": 1, ""735"": 1, ""2526"": 1, ""156"": 1, ""3066"": 1, ""1172"": 1, ""1847"": 1, ""2530"": 1, ""202"": 1, ""785"": 1, ""1220"": 1, ""492"": 1, ""846"": 1, ""2297"": 1, ""1025"": 1, ""1672"": 1, ""1207"": 1}"
69	SOBER	sober	"{""1463"": 44, ""404"": 12, ""1401"": 4, ""1398"": 3, ""1639"": 2, ""3867"": 1, ""825"": 1, ""905"": 1, ""704"": 1, ""989"": 1, ""699"": 1, ""1404"": 1, ""1361"": 1}"	"{""1463"": 49, ""404"": 24, ""1401"": 11, ""1639"": 8, ""1398"": 8, ""704"": 6, ""699"": 6, ""989"": 5, ""825"": 4, ""905"": 4, ""258"": 3, ""1314"": 3, ""1404"": 3, ""1524"": 3, ""741"": 2, ""379"": 2, ""218"": 2, ""1364"": 2, ""131"": 2, ""3867"": 1, ""1964"": 1, ""1676"": 1, ""731"": 1, ""972"": 1, ""3373"": 1, ""1287"": 1, ""1217"": 1, ""1372"": 1, ""243"": 1, ""1773"": 1, ""153"": 1, ""1495"": 1, ""1265"": 1, ""861"": 1, ""923"": 1, ""1562"": 1, ""1339"": 1, ""3673"": 1, ""687"": 1, ""907"": 1, ""652"": 1, ""1147"": 1, ""2833"": 1, ""3762"": 1, ""759"": 1, ""2530"": 1, ""3006"": 1, ""1158"": 1, ""2708"": 1, ""1757"": 1, ""1361"": 1, ""948"": 1, ""1469"": 1}"
1406	FAR	distant	"{""1406"": 6, ""2427"": 5, ""1644"": 1, ""1203"": 2, ""1942"": 2, ""1046"": 1, ""111"": 1, ""2287"": 1, ""2393"": 1, ""626"": 1, ""1216"": 1, ""3959"": 1, ""1246"": 1, ""3006"": 1, ""3665"": 1}"	"{""1406"": 7, ""1287"": 8, ""2427"": 7, ""2287"": 7, ""1203"": 7, ""1644"": 1, ""3006"": 6, ""1942"": 5, ""3665"": 5, ""1246"": 4, ""1046"": 3, ""2978"": 3, ""626"": 3, ""3959"": 3, ""111"": 2, ""194"": 2, ""1656"": 2, ""113"": 2, ""1343"": 2, ""892"": 2, ""589"": 1, ""913"": 1, ""3877"": 1, ""742"": 1, ""1217"": 1, ""3759"": 1, ""1325"": 1, ""153"": 1, ""1897"": 1, ""2393"": 1, ""2537"": 1, ""3667"": 1, ""1506"": 1, ""1216"": 1, ""639"": 1, ""645"": 1, ""197"": 1, ""1107"": 1, ""762"": 1, ""1222"": 1, ""723"": 1, ""1314"": 1, ""699"": 1, ""1474"": 1, ""1732"": 1, ""1228"": 1, ""2879"": 1, ""1430"": 1, ""214"": 1, ""1316"": 1, ""1150"": 1, ""1391"": 1, ""2519"": 1, ""726"": 1}"
1091	SALTY	salty	"{""717"": 18, ""1474"": 11, ""645"": 10, ""2009"": 4, ""227"": 3, ""595"": 1, ""544"": 2, ""21"": 2, ""1813"": 2, ""70"": 1, ""3873"": 1, ""1228"": 1, ""256"": 1, ""478"": 1, ""634"": 1, ""1385"": 1, ""2049"": 1, ""1274"": 1, ""1547"": 1, ""1906"": 1, ""848"": 1, ""847"": 1, ""1205"": 1}"	"{""1474"": 29, ""717"": 24, ""645"": 22, ""2009"": 11, ""21"": 9, ""256"": 6, ""227"": 4, ""595"": 1, ""1651"": 4, ""948"": 4, ""1274"": 3, ""125"": 3, ""1813"": 3, ""887"": 2, ""837"": 2, ""634"": 2, ""1385"": 2, ""544"": 2, ""1906"": 2, ""1205"": 2, ""1335"": 2, ""27"": 1, ""70"": 1, ""1070"": 1, ""1245"": 1, ""3873"": 1, ""1593"": 1, ""1936"": 1, ""1228"": 1, ""1624"": 1, ""1248"": 1, ""323"": 1, ""1035"": 1, ""605"": 1, ""624"": 1, ""1307"": 1, ""319"": 1, ""478"": 1, ""1526"": 1, ""1269"": 1, ""683"": 1, ""2769"": 1, ""2049"": 1, ""1412"": 1, ""132"": 1, ""2283"": 1, ""1547"": 1, ""1968"": 1, ""2060"": 1, ""862"": 1, ""848"": 1, ""847"": 1, ""900"": 1, ""3758"": 1}"
