CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	R1	R123
1962	ROAST (SOMETHING)	braden	"{""1514"": 22, ""634"": 11, ""221"": 2, ""991"": 37, ""1100"": 3, ""1962"": 1, ""1343"": 2, ""1336"": 3, ""1337"": 1}"	"{""1514"": 31, ""991"": 40, ""634"": 29, ""1343"": 14, ""1100"": 14, ""1336"": 15, ""221"": 6, ""1232"": 2, ""1286"": 1, ""1245"": 15, ""1342"": 2, ""227"": 2, ""2340"": 1, ""1337"": 4, ""2409"": 1, ""1360"": 2, ""1962"": 1, ""323"": 2, ""3131"": 2}"
1156	OPEN	openen	"{""1567"": 23, ""1321"": 6, ""1231"": 2, ""1223"": 1, ""3106"": 1, ""3053"": 1}"	"{""1401"": 2, ""1567"": 59, ""1321"": 13, ""2316"": 1, ""604"": 2, ""3235"": 2, ""3106"": 5, ""356"": 1, ""1452"": 1, ""963"": 1, ""1231"": 2, ""1223"": 8, ""1472"": 1, ""1375"": 4, ""3088"": 1, ""674"": 1, ""3053"": 1, ""630"": 1, ""809"": 1}"
1728	ROTTEN	rot	"{""1507"": 11, ""1230"": 10, ""1292"": 16, ""1320"": 21, ""1336"": 1, ""634"": 1, ""1803"": 1, ""744"": 1, ""1518"": 1, ""588"": 1}"	"{""1230"": 26, ""1507"": 19, ""1320"": 29, ""588"": 2, ""1292"": 32, ""2409"": 8, ""1518"": 2, ""2277"": 1, ""1336"": 3, ""634"": 3, ""1803"": 3, ""1625"": 1, ""922"": 1, ""699"": 1, ""3251"": 4, ""706"": 1, ""667"": 1, ""744"": 1, ""26"": 2, ""1539"": 1, ""593"": 1, ""1548"": 1, ""789"": 1, ""227"": 1}"
194	FAMILY	familie	"{""1285"": 5, ""505"": 12, ""1202"": 2, ""789"": 1, ""2090"": 1, ""1216"": 3, ""923"": 1, ""2470"": 1, ""100"": 1, ""1262"": 1, ""1263"": 1, ""962"": 1, ""1217"": 2, ""2099"": 1, ""1554"": 1, ""3304"": 2, ""1496"": 1, ""2009"": 1, ""1327"": 1}"	"{""1593"": 1, ""624"": 1, ""1285"": 8, ""1217"": 6, ""1216"": 10, ""505"": 25, ""1383"": 1, ""1202"": 3, ""1262"": 7, ""1246"": 1, ""1355"": 2, ""1496"": 2, ""1336"": 2, ""789"": 1, ""2090"": 1, ""1272"": 4, ""1252"": 1, ""1198"": 1, ""1232"": 3, ""1406"": 1, ""1263"": 7, ""923"": 1, ""2470"": 1, ""100"": 1, ""1030"": 2, ""962"": 2, ""2099"": 3, ""1554"": 2, ""3304"": 2, ""1200"": 1, ""2009"": 1, ""3762"": 1, ""1327"": 2}"
1807	AFTERNOON	middag	"{""1707"": 1, ""1336"": 29, ""1343"": 9, ""1629"": 8, ""1225"": 1, ""1373"": 2, ""1339"": 2, ""1232"": 2, ""1864"": 1}"	"{""1707"": 4, ""1336"": 58, ""1343"": 26, ""1629"": 14, ""1225"": 5, ""630"": 4, ""1373"": 3, ""1813"": 1, ""1585"": 1, ""658"": 1, ""1233"": 3, ""1757"": 1, ""1339"": 4, ""1252"": 1, ""1232"": 2, ""1323"": 2, ""3328"": 1, ""1368"": 1, ""1299"": 1, ""1864"": 1, ""1342"": 1}"
145	SORROWFUL	verdrietig	"{""2099"": 1, ""1625"": 2, ""699"": 15, ""1552"": 1, ""1839"": 9, ""3761"": 1, ""1292"": 1}"	"{""2099"": 5, ""1625"": 6, ""699"": 25, ""588"": 1, ""1552"": 1, ""1839"": 22, ""48"": 2, ""1020"": 3, ""1223"": 1, ""1240"": 1, ""3761"": 3, ""1268"": 1, ""1292"": 2}"
1920	DREAM (SOMETHING)	dromen	"{""1585"": 23, ""3053"": 1, ""1233"": 4, ""1030"": 1, ""3473"": 2, ""1663"": 3, ""1225"": 2, ""1427"": 1, ""1342"": 1, ""1415"": 1, ""1613"": 1}"	"{""1585"": 39, ""1233"": 14, ""1663"": 12, ""3053"": 1, ""825"": 2, ""1441"": 2, ""2427"": 3, ""1030"": 2, ""1427"": 6, ""3473"": 3, ""600"": 1, ""1225"": 2, ""1313"": 1, ""1237"": 1, ""1343"": 1, ""1757"": 1, ""1726"": 1, ""1489"": 2, ""1035"": 1, ""1342"": 1, ""1415"": 1, ""1613"": 1}"
163	BLACK	zwart	"{""1381"": 1, ""1208"": 4, ""706"": 21, ""1335"": 17, ""1895"": 1, ""1233"": 8, ""1111"": 2, ""1625"": 5, ""1613"": 6, ""1616"": 1, ""1425"": 1, ""648"": 1, ""1292"": 1, ""1299"": 1}"	"{""1381"": 1, ""1650"": 1, ""1335"": 29, ""1233"": 26, ""1208"": 10, ""615"": 1, ""706"": 48, ""837"": 1, ""1040"": 2, ""1895"": 3, ""1474"": 1, ""1613"": 12, ""1653"": 1, ""1111"": 3, ""1625"": 15, ""1427"": 2, ""671"": 1, ""630"": 2, ""628"": 1, ""1616"": 1, ""1484"": 1, ""1292"": 3, ""1552"": 1, ""1425"": 1, ""2409"": 1, ""2643"": 2, ""2009"": 1, ""1959"": 1, ""699"": 1, ""784"": 1, ""1299"": 2, ""3100"": 1, ""648"": 1, ""1629"": 1, ""963"": 1, ""156"": 1, ""153"": 1}"
2042	WALNUT	walnoot	"{""1884"": 6, ""1336"": 7, ""906"": 6, ""505"": 1, ""1484"": 1, ""1230"": 1, ""887"": 1, ""1395"": 2, ""1427"": 1, ""595"": 1}"	"{""1884"": 16, ""1336"": 12, ""906"": 19, ""2409"": 9, ""1628"": 3, ""1484"": 8, ""1395"": 3, ""505"": 1, ""887"": 5, ""713"": 1, ""1471"": 1, ""1368"": 2, ""1398"": 2, ""1507"": 1, ""1803"": 1, ""2441"": 1, ""3815"": 1, ""970"": 2, ""628"": 1, ""1230"": 1, ""243"": 1, ""1427"": 2, ""2318"": 1, ""595"": 1}"
2578	PENCIL	potlood	"{""794"": 6, ""1672"": 19, ""156"": 4, ""2001"": 13, ""1613"": 1, ""673"": 1, ""153"": 5, ""648"": 3, ""163"": 2, ""1609"": 1, ""628"": 1, ""1803"": 1, ""379"": 1, ""1424"": 2}"	"{""794"": 8, ""1672"": 30, ""156"": 6, ""1403"": 2, ""163"": 6, ""153"": 14, ""2001"": 24, ""251"": 7, ""1613"": 5, ""648"": 11, ""673"": 8, ""2449"": 1, ""1396"": 1, ""628"": 3, ""1803"": 8, ""1775"": 1, ""2099"": 1, ""323"": 1, ""1609"": 1, ""2530"": 1, ""1424"": 3, ""379"": 1, ""588"": 1, ""1498"": 1, ""418"": 1}"
3108	BOX (SOMEBODY OR SOMETHING)	boksen	"{""946"": 3, ""1129"": 1, ""2902"": 3, ""3306"": 4, ""500"": 1, ""156"": 1, ""216"": 1}"	"{""946"": 9, ""785"": 2, ""1129"": 3, ""2902"": 7, ""1884"": 1, ""3306"": 7, ""1221"": 2, ""156"": 3, ""1757"": 1, ""500"": 1, ""2246"": 1, ""2458"": 2, ""1518"": 2, ""216"": 1, ""163"": 1, ""1554"": 1}"
1007	COW	koe	"{""635"": 34, ""1518"": 1, ""606"": 9, ""1336"": 1, ""1202"": 1, ""619"": 10, ""1335"": 1}"	"{""635"": 76, ""619"": 14, ""1518"": 2, ""634"": 8, ""606"": 24, ""1337"": 1, ""342"": 1, ""1336"": 1, ""1202"": 2, ""1702"": 1, ""163"": 2, ""2470"": 1, ""1335"": 2, ""1230"": 1, ""615"": 1, ""1244"": 3, ""665"": 1}"
356	SHEARS	schaar	"{""1396"": 10, ""1432"": 44, ""648"": 18, ""1352"": 1, ""1040"": 7, ""628"": 1, ""946"": 1, ""163"": 1}"	"{""1396"": 24, ""648"": 50, ""1432"": 57, ""3304"": 1, ""1040"": 16, ""1352"": 4, ""151"": 1, ""1069"": 2, ""628"": 3, ""857"": 6, ""1246"": 1, ""686"": 2, ""372"": 1, ""946"": 1, ""163"": 1, ""1424"": 1, ""3328"": 1, ""1498"": 1, ""588"": 2, ""1247"": 1, ""1631"": 1, ""2969"": 4, ""244"": 1, ""673"": 2, ""1382"": 1, ""1457"": 2, ""1336"": 1, ""251"": 1, ""1367"": 1, ""1895"": 1}"
1171	MIRROR	spiegel	"{""630"": 1, ""1427"": 4, ""3702"": 1, ""1819"": 8, ""1409"": 1, ""1395"": 2, ""1938"": 1, ""1560"": 5, ""231"": 2, ""1209"": 4, ""744"": 1, ""2070"": 1, ""1040"": 2, ""604"": 5, ""1202"": 1, ""1453"": 1}"	"{""1111"": 3, ""604"": 18, ""630"": 3, ""1427"": 8, ""3702"": 3, ""1209"": 6, ""1819"": 14, ""704"": 2, ""1409"": 3, ""1040"": 3, ""1395"": 3, ""1938"": 1, ""1355"": 1, ""1560"": 8, ""1548"": 2, ""231"": 4, ""1339"": 2, ""744"": 2, ""2070"": 3, ""1202"": 1, ""1453"": 3, ""1895"": 1, ""948"": 2, ""628"": 1, ""624"": 1}"
1959	RAW	rauw	"{""1884"": 1, ""634"": 43, ""1287"": 2, ""1923"": 5, ""1336"": 2, ""243"": 2, ""3085"": 2, ""1230"": 1, ""156"": 3, ""1425"": 1, ""227"": 1, ""1100"": 1}"	"{""634"": 70, ""1771"": 1, ""1884"": 10, ""1100"": 3, ""156"": 14, ""1287"": 8, ""1923"": 11, ""1386"": 2, ""1336"": 4, ""227"": 12, ""3235"": 1, ""1826"": 1, ""243"": 2, ""3085"": 2, ""946"": 3, ""744"": 2, ""837"": 1, ""1230"": 2, ""763"": 1, ""1847"": 1, ""635"": 1, ""1425"": 1, ""500"": 1}"
2151	COARSE	grof	"{""1923"": 13, ""1292"": 1, ""671"": 1, ""1548"": 1, ""1368"": 4, ""1244"": 1, ""1884"": 1, ""500"": 1, ""1202"": 1, ""1826"": 1}"	"{""1244"": 5, ""1923"": 22, ""1274"": 8, ""1548"": 3, ""1292"": 1, ""1368"": 10, ""1803"": 1, ""1210"": 2, ""671"": 1, ""1704"": 1, ""1884"": 4, ""1202"": 4, ""2409"": 1, ""1826"": 2, ""699"": 1, ""1518"": 2, ""1299"": 1, ""1394"": 1, ""1385"": 1, ""1230"": 2, ""1633"": 1, ""1217"": 1, ""1959"": 1, ""500"": 1, ""1645"": 1, ""45"": 1, ""606"": 1, ""3028"": 1}"
3702	SLIPPERY	glad	"{""231"": 2, ""1280"": 1, ""1171"": 1, ""1398"": 1, ""948"": 1, ""1287"": 1, ""1013"": 3, ""3053"": 1, ""590"": 1, ""763"": 1, ""1923"": 1, ""1111"": 2}"	"{""231"": 2, ""763"": 4, ""1280"": 14, ""1013"": 6, ""948"": 4, ""667"": 1, ""1471"": 11, ""1287"": 6, ""1171"": 6, ""639"": 1, ""1398"": 1, ""1726"": 2, ""1324"": 5, ""1111"": 3, ""788"": 2, ""1040"": 2, ""1427"": 1, ""1856"": 1, ""227"": 2, ""3053"": 1, ""590"": 1, ""1484"": 1, ""1775"": 2, ""1633"": 1, ""784"": 4, ""323"": 2, ""2308"": 1, ""1234"": 1, ""658"": 2, ""1125"": 1, ""604"": 1, ""1474"": 1, ""1923"": 1, ""2758"": 1, ""1245"": 1}"
977	ARROW	pijl	"{""244"": 1, ""1223"": 1, ""1474"": 1, ""677"": 1, ""163"": 1}"	"{""3086"": 1, ""1396"": 10, ""244"": 1, ""1019"": 1, ""1223"": 7, ""667"": 4, ""1474"": 1, ""1631"": 8, ""1435"": 3, ""1335"": 1, ""677"": 1, ""163"": 1, ""1320"": 3, ""1430"": 1, ""221"": 1}"
2607	TRIPOD	statief	"{""785"": 1, ""2618"": 9, ""700"": 1, ""3304"": 10, ""3090"": 1, ""1301"": 1}"	"{""785"": 2, ""48"": 2, ""3304"": 26, ""2618"": 19, ""630"": 1, ""418"": 1, ""1824"": 1, ""700"": 1, ""216"": 2, ""1265"": 2, ""1426"": 2, ""1002"": 2, ""625"": 3, ""153"": 1, ""3710"": 1, ""3090"": 1, ""100"": 1, ""163"": 1, ""1548"": 1, ""1404"": 2, ""1625"": 1, ""1917"": 1, ""648"": 1, ""604"": 1, ""1301"": 1}"
972	BE ABLE	kunnen	"{""1784"": 13, ""1035"": 1, ""724"": 1, ""734"": 2, ""504"": 3, ""1410"": 2, ""971"": 3, ""1443"": 1, ""1198"": 1, ""1310"": 1}"	"{""1784"": 21, ""971"": 7, ""504"": 6, ""1299"": 1, ""1035"": 3, ""785"": 1, ""174"": 1, ""1410"": 5, ""724"": 1, ""1672"": 1, ""734"": 2, ""1824"": 2, ""1310"": 2, ""673"": 2, ""178"": 1, ""509"": 1, ""1240"": 1, ""1609"": 1, ""1443"": 1, ""1198"": 1, ""2902"": 1, ""2427"": 1}"
1923	ROUGH	ruw	"{""1884"": 25, ""857"": 7, ""2318"": 1, ""2151"": 5, ""1856"": 3, ""2902"": 2, ""1398"": 1, ""1554"": 1, ""3702"": 3, ""763"": 2, ""1204"": 1, ""1803"": 1, ""45"": 1}"	"{""1884"": 37, ""1265"": 1, ""2151"": 11, ""1129"": 5, ""857"": 12, ""2318"": 4, ""1554"": 4, ""763"": 9, ""1856"": 4, ""48"": 1, ""231"": 1, ""1398"": 3, ""1803"": 4, ""26"": 3, ""2902"": 2, ""1452"": 1, ""156"": 1, ""906"": 2, ""1821"": 3, ""1826"": 1, ""648"": 1, ""3306"": 1, ""3124"": 1, ""1244"": 1, ""1396"": 1, ""1277"": 1, ""3702"": 5, ""785"": 2, ""3122"": 1, ""1210"": 1, ""584"": 1, ""1204"": 1, ""964"": 1, ""45"": 1, ""1959"": 1, ""1403"": 1, ""1252"": 1}"
1843	THOUSAND	duizend	"{""2548"": 1, ""1356"": 15, ""1198"": 21, ""492"": 1, ""1634"": 7, ""3131"": 1, ""1202"": 1, ""624"": 1, ""1242"": 1, ""1233"": 1, ""1236"": 1, ""1554"": 1}"	"{""2548"": 1, ""1198"": 48, ""1356"": 26, ""1634"": 13, ""492"": 2, ""1395"": 2, ""1242"": 3, ""3131"": 2, ""1233"": 2, ""789"": 5, ""1202"": 1, ""1226"": 4, ""1420"": 5, ""624"": 1, ""1515"": 2, ""1426"": 1, ""1044"": 2, ""1236"": 1, ""1554"": 1, ""628"": 1, ""712"": 1}"
1899	MAD	dol	"{""1899"": 34, ""1007"": 5, ""1495"": 7, ""1518"": 2, ""1355"": 1, ""2009"": 5, ""923"": 1, ""2099"": 1, ""665"": 1}"	"{""1899"": 56, ""2009"": 16, ""1007"": 13, ""1504"": 2, ""1495"": 9, ""1427"": 1, ""1518"": 3, ""1355"": 2, ""923"": 1, ""2099"": 2, ""3625"": 1, ""619"": 1, ""1331"": 1, ""600"": 2, ""3124"": 1, ""2470"": 1, ""1847"": 1, ""665"": 1, ""220"": 1, ""1659"": 1}"
3841	WINDMILL	windmolen	"{""1474"": 4, ""2902"": 2}"	"{""1368"": 6, ""239"": 3, ""1474"": 12, ""1425"": 3, ""1427"": 4, ""1395"": 1, ""1500"": 1, ""948"": 3, ""1229"": 3, ""3181"": 1, ""2902"": 2, ""1335"": 1}"
1942	NEAR	dichtbij	"{""1406"": 15, ""194"": 2, ""136"": 6, ""1645"": 2, ""1252"": 3, ""3762"": 1, ""1232"": 2}"	"{""1232"": 13, ""1406"": 18, ""1554"": 1, ""194"": 10, ""673"": 1, ""789"": 2, ""2470"": 1, ""136"": 10, ""686"": 3, ""1898"": 1, ""1645"": 6, ""962"": 1, ""2099"": 1, ""928"": 1, ""3757"": 1, ""1252"": 4, ""1474"": 1, ""3762"": 2, ""1221"": 1, ""1376"": 1, ""2009"": 1, ""900"": 1, ""1409"": 1}"
1246	SMALL	klein	"{""1202"": 36, ""2308"": 1, ""1646"": 2, ""2099"": 7, ""1289"": 3, ""1645"": 1, ""1491"": 3, ""1252"": 1, ""587"": 1, ""1216"": 1, ""2470"": 1, ""1209"": 1}"	"{""1289"": 11, ""1202"": 48, ""1242"": 3, ""721"": 2, ""704"": 1, ""2308"": 2, ""1646"": 3, ""673"": 1, ""34"": 1, ""1223"": 1, ""3"": 1, ""2099"": 20, ""1207"": 2, ""587"": 4, ""1491"": 7, ""1267"": 2, ""1601"": 1, ""1645"": 2, ""2470"": 5, ""1252"": 2, ""683"": 1, ""1209"": 3, ""641"": 2, ""1208"": 1, ""1631"": 1, ""1331"": 1, ""1382"": 1, ""1216"": 1, ""1301"": 1}"
164	KANGAROO	kangoeroe	"{""1829"": 19, ""619"": 17, ""2409"": 1}"	"{""2409"": 5, ""1829"": 45, ""619"": 21, ""1343"": 3, ""1181"": 2, ""1856"": 1, ""1425"": 1, ""1631"": 1, ""1202"": 1, ""606"": 1, ""1220"": 1, ""1232"": 1, ""1427"": 1, ""2470"": 2, ""3108"": 1}"
1287	COLD	koud	"{""1232"": 21, ""1471"": 27, ""948"": 3, ""837"": 5, ""1943"": 1, ""784"": 8, ""4035"": 1, ""1335"": 1, ""806"": 1}"	"{""1233"": 2, ""1232"": 26, ""948"": 11, ""1471"": 64, ""784"": 37, ""1288"": 4, ""837"": 9, ""1847"": 1, ""1943"": 1, ""658"": 4, ""1474"": 1, ""2991"": 2, ""4035"": 2, ""1335"": 3, ""1856"": 1, ""1342"": 1, ""806"": 1, ""1320"": 1, ""964"": 1}"
864	PUMPKIN	pompoen	"{""1202"": 5, ""887"": 1, ""1336"": 2, ""3328"": 23, ""1395"": 1, ""3138"": 1}"	"{""1292"": 1, ""1202"": 16, ""3328"": 63, ""1395"": 4, ""887"": 1, ""1424"": 2, ""1336"": 3, ""243"": 1, ""1273"": 2, ""630"": 1, ""1507"": 1, ""906"": 1, ""1560"": 1, ""1845"": 1, ""1244"": 2, ""1496"": 1, ""2303"": 2, ""3138"": 1, ""1427"": 1, ""1864"": 1, ""2005"": 1, ""3701"": 1}"
325	FELT	vilt	"{""1856"": 10, ""771"": 14, ""1616"": 2, ""964"": 5, ""615"": 1, ""1476"": 1, ""1427"": 2, ""1639"": 1, ""1232"": 1, ""809"": 1, ""648"": 1, ""630"": 1}"	"{""771"": 28, ""356"": 3, ""1856"": 24, ""3994"": 1, ""1427"": 5, ""1457"": 1, ""1613"": 6, ""1616"": 3, ""964"": 12, ""1129"": 1, ""1639"": 3, ""3097"": 1, ""1229"": 4, ""615"": 1, ""1288"": 2, ""2997"": 1, ""1425"": 2, ""1210"": 1, ""1641"": 1, ""1381"": 1, ""673"": 1, ""3702"": 1, ""323"": 1, ""1476"": 1, ""3099"": 1, ""706"": 2, ""1331"": 1, ""1232"": 3, ""2643"": 2, ""809"": 1, ""3446"": 1, ""648"": 1, ""153"": 1, ""630"": 1}"
119	DIVE	duiken	"{""948"": 35, ""1439"": 7, ""1829"": 2, ""112"": 1, ""1360"": 1, ""1474"": 9, ""1898"": 1, ""2638"": 3, ""1593"": 1, ""1726"": 1}"	"{""948"": 44, ""1439"": 11, ""2483"": 1, ""2638"": 18, ""1829"": 4, ""1474"": 28, ""112"": 1, ""1593"": 7, ""1898"": 2, ""624"": 1, ""1881"": 1, ""1360"": 2, ""2005"": 1, ""3123"": 1, ""1280"": 1, ""1844"": 1, ""1726"": 2, ""1343"": 1, ""1287"": 2, ""1088"": 1, ""227"": 1}"
2969	RIBBON	lint	"{""1432"": 5, ""1040"": 7, ""771"": 1, ""156"": 4, ""1457"": 1, ""418"": 2, ""1613"": 1, ""1424"": 1, ""356"": 1}"	"{""1267"": 1, ""1040"": 22, ""356"": 6, ""1432"": 13, ""156"": 7, ""418"": 6, ""1457"": 4, ""1335"": 3, ""1285"": 1, ""771"": 1, ""3097"": 1, ""2997"": 2, ""2452"": 1, ""3446"": 1, ""1646"": 1, ""1613"": 4, ""1879"": 1, ""1424"": 1, ""3544"": 1, ""1641"": 1}"
1864	HUNGER	honger	"{""26"": 1, ""1336"": 36, ""1390"": 1, ""1673"": 2, ""4008"": 3, ""1368"": 6, ""847"": 8, ""819"": 2, ""1251"": 1}"	"{""1336"": 66, ""26"": 1, ""847"": 14, ""819"": 6, ""1390"": 1, ""1673"": 3, ""1251"": 4, ""4008"": 3, ""634"": 2, ""1244"": 1, ""1368"": 11, ""1400"": 2, ""1292"": 1, ""1507"": 2, ""1401"": 3, ""1495"": 1, ""1775"": 4, ""948"": 2, ""1129"": 1, ""1100"": 3, ""1807"": 2, ""3304"": 1, ""163"": 1, ""2668"": 1, ""1320"": 1, ""926"": 1, ""717"": 1, ""1245"": 1, ""1569"": 1, ""3473"": 1}"
1459	IF	als	"{""1645"": 1, ""1209"": 1, ""1238"": 6, ""1272"": 1, ""3843"": 2}"	"{""1645"": 3, ""1307"": 1, ""1240"": 2, ""1238"": 28, ""1209"": 1, ""3843"": 3, ""1272"": 1, ""1327"": 1, ""1236"": 2, ""2427"": 1, ""1030"": 1, ""1239"": 1, ""1554"": 1, ""1235"": 1}"
1357	DAUGHTER	dochter	"{""2470"": 7, ""1620"": 13, ""2099"": 17, ""1216"": 9, ""194"": 2, ""2090"": 1, ""1856"": 1, ""1217"": 1, ""505"": 3, ""1646"": 15, ""962"": 2, ""1289"": 1, ""1427"": 1, ""492"": 1, ""1263"": 2, ""1207"": 1, ""1498"": 1}"	"{""2470"": 11, ""1646"": 32, ""1620"": 22, ""2099"": 29, ""194"": 9, ""2427"": 2, ""1216"": 31, ""962"": 9, ""673"": 1, ""2090"": 1, ""1427"": 5, ""1856"": 1, ""3235"": 1, ""1217"": 15, ""1659"": 1, ""505"": 5, ""1498"": 2, ""1207"": 4, ""156"": 1, ""1262"": 4, ""1289"": 3, ""3446"": 2, ""1220"": 1, ""1310"": 1, ""1263"": 5, ""1209"": 1, ""492"": 1, ""1898"": 1}"
2625	MAP	kaart	"{""1111"": 1, ""3304"": 1, ""724"": 3, ""3124"": 2, ""667"": 3, ""3099"": 1, ""648"": 1, ""1098"": 5}"	"{""1111"": 8, ""1098"": 13, ""3304"": 1, ""648"": 2, ""584"": 1, ""667"": 9, ""963"": 1, ""724"": 4, ""3124"": 5, ""1468"": 1, ""3099"": 3, ""1202"": 1, ""718"": 1, ""666"": 1, ""1229"": 1, ""1223"": 1, ""1672"": 1}"
1592	CHEST	borst	"{""1289"": 2, ""1251"": 3, ""962"": 16, ""1514"": 1, ""1498"": 2, ""948"": 1, ""1407"": 2, ""785"": 2, ""1427"": 1, ""1244"": 1, ""1726"": 2, ""1040"": 1, ""635"": 2, ""590"": 1}"	"{""962"": 36, ""635"": 11, ""319"": 1, ""1289"": 8, ""1251"": 4, ""1554"": 3, ""1223"": 4, ""1202"": 2, ""1246"": 1, ""1726"": 4, ""1856"": 4, ""785"": 5, ""1514"": 3, ""1040"": 4, ""1498"": 3, ""590"": 3, ""948"": 1, ""174"": 1, ""1407"": 4, ""1216"": 1, ""2099"": 5, ""1427"": 4, ""1847"": 2, ""1244"": 1, ""1646"": 1, ""1007"": 1, ""3304"": 1, ""1395"": 2, ""1360"": 1}"
584	DIFFICULT	moeilijk	"{""686"": 14, ""1292"": 1, ""1884"": 2, ""789"": 1, ""1210"": 2, ""1415"": 1}"	"{""1292"": 3, ""1035"": 1, ""504"": 3, ""1602"": 1, ""686"": 19, ""1336"": 1, ""1518"": 1, ""1210"": 10, ""905"": 1, ""1884"": 7, ""2427"": 1, ""701"": 1, ""687"": 1, ""1415"": 2, ""1209"": 1, ""789"": 1, ""1411"": 1, ""673"": 1, ""418"": 1, ""1310"": 1, ""741"": 1, ""1100"": 1, ""1564"": 1, ""156"": 1, ""794"": 1}"
2595	CACTUS	cactus	"{""1425"": 4, ""1396"": 2, ""1382"": 2, ""1398"": 1, ""1286"": 1, ""1129"": 1}"	"{""1425"": 25, ""1548"": 6, ""1343"": 2, ""1382"": 6, ""1398"": 6, ""1232"": 2, ""948"": 4, ""1396"": 2, ""418"": 1, ""1401"": 1, ""239"": 5, ""1129"": 2, ""571"": 1, ""1884"": 1, ""1287"": 1, ""1286"": 1, ""1427"": 2, ""1493"": 1, ""584"": 1}"
1710	TWENTY	twintig	"{""1207"": 18, ""1715"": 11, ""1226"": 8, ""1356"": 26, ""1734"": 1, ""1198"": 1, ""1713"": 1, ""1420"": 1, ""1427"": 1, ""673"": 1}"	"{""1207"": 34, ""1715"": 17, ""1356"": 39, ""1226"": 12, ""1734"": 1, ""1294"": 2, ""2316"": 2, ""1495"": 1, ""1198"": 1, ""2099"": 1, ""1716"": 3, ""1717"": 1, ""1498"": 3, ""1515"": 5, ""1646"": 1, ""789"": 1, ""1713"": 1, ""2453"": 1, ""1714"": 1, ""1420"": 2, ""1395"": 2, ""1427"": 1, ""673"": 1, ""1242"": 1}"
1709	FIFTEEN	vijftien	"{""1356"": 22, ""1209"": 1, ""1395"": 1, ""2454"": 8, ""1207"": 9, ""1357"": 1, ""2099"": 1, ""493"": 1, ""1646"": 1, ""1226"": 4, ""2451"": 2, ""1198"": 1}"	"{""1356"": 39, ""2451"": 4, ""2454"": 12, ""1209"": 1, ""673"": 2, ""1395"": 1, ""2409"": 1, ""1420"": 2, ""1703"": 1, ""1515"": 2, ""1207"": 17, ""2453"": 4, ""1713"": 4, ""1357"": 1, ""2099"": 2, ""493"": 2, ""1198"": 4, ""1646"": 1, ""1708"": 2, ""1226"": 7, ""584"": 1, ""1368"": 1, ""1370"": 1, ""1920"": 1}"
68	TATTOO	tattoo	"{""1337"": 1, ""1129"": 1, ""1673"": 7, ""1613"": 1, ""1870"": 1, ""110"": 1, ""1427"": 1, ""1554"": 1, ""1518"": 1, ""837"": 1, ""763"": 3, ""163"": 3, ""1382"": 1, ""1548"": 1, ""156"": 1, ""2643"": 1}"	"{""2643"": 14, ""1427"": 3, ""1337"": 2, ""1223"": 1, ""763"": 9, ""1129"": 3, ""1673"": 8, ""1613"": 2, ""1548"": 10, ""1382"": 6, ""1870"": 6, ""1554"": 2, ""110"": 1, ""1518"": 1, ""1270"": 1, ""1791"": 2, ""837"": 1, ""1230"": 1, ""1560"": 1, ""163"": 5, ""216"": 1, ""624"": 1, ""1425"": 1, ""2997"": 1, ""1207"": 2, ""1884"": 1, ""156"": 1}"
1566	GUN	pistool	"{""1625"": 10, ""163"": 1}"	"{""1625"": 24, ""377"": 1, ""221"": 1, ""946"": 2, ""3099"": 1, ""163"": 5, ""1246"": 2, ""216"": 2, ""948"": 1, ""1788"": 1, ""3545"": 1, ""1292"": 2}"
2597	HARP	harp	"{""1396"": 1, ""1427"": 2, ""163"": 1, ""3994"": 1, ""673"": 1, ""674"": 1, ""962"": 1, ""1261"": 1}"	"{""905"": 2, ""584"": 2, ""1202"": 5, ""1856"": 4, ""777"": 1, ""1396"": 1, ""977"": 1, ""1229"": 3, ""1424"": 1, ""3994"": 3, ""962"": 5, ""1427"": 9, ""1803"": 4, ""163"": 1, ""943"": 1, ""653"": 1, ""1425"": 1, ""1261"": 2, ""3090"": 2, ""640"": 1, ""673"": 1, ""674"": 1}"
1784	WANT	willen	"{""624"": 1, ""1495"": 6, ""972"": 24, ""3473"": 2, ""971"": 7, ""1554"": 1}"	"{""972"": 32, ""624"": 1, ""1495"": 11, ""971"": 16, ""3473"": 9, ""1443"": 1, ""1410"": 1, ""1920"": 2, ""1309"": 2, ""1869"": 1, ""509"": 1, ""2099"": 1, ""2316"": 1, ""615"": 1, ""1240"": 1, ""1427"": 1, ""667"": 1, ""1554"": 1, ""962"": 1, ""2470"": 1, ""1209"": 1}"
1241	SOME	sommige	"{""1242"": 44, ""789"": 5, ""1750"": 1}"	"{""1242"": 64, ""789"": 17, ""1750"": 1, ""1235"": 1, ""1270"": 1, ""209"": 1, ""1240"": 1, ""712"": 1, ""1336"": 1, ""2504"": 1, ""3625"": 1, ""1881"": 1}"
